iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Phylum,observationId,Latitude,Longitude,Date observed,Recorded by,Community
Phyllolithodes papillosus,424896,Phyllolithodes papillosus,Arthropoda,PMLS:16430,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Pagurus beringanus,362749,Pagurus beringanus,Arthropoda,PMLS:16431,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Balanus glandula,81610,Balanus glandula / Balanus crenatus,Arthropoda,PMLS:16432,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Balanus nubilus,49127,Balanus nubilus,Arthropoda,PMLS:16433,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Pisaster ochraceus,49699,Pisaster ochraceus,Echinodermata,PMLS:16434,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,PMLS:16435,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Evasterias troschelii,84265,Evasterias troschelii,Echinodermata,PMLS:16436,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Orthasterias koehleri,47669,Orthasterias koehleri,Echinodermata,PMLS:16437,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Dermasterias imbricata,63382,Dermasterias imbricata,Echinodermata,PMLS:16438,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Henricia leviuscula,47664,Henricia leviuscula species complex,Echinodermata,PMLS:16439,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,Echinodermata,PMLS:16440,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Solaster dawsoni,117692,Solaster dawsoni,Echinodermata,PMLS:16441,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Solaster stimpsoni,208013,Solaster stimpsoni,Echinodermata,PMLS:16442,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,PMLS:16443,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Apostichopus californicus,202640,Apostichopus californicus,Echinodermata,PMLS:16444,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Cucumaria miniata,117695,Cucumaria miniata,Echinodermata,PMLS:16445,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Eupentacta quinquesemita,51695,Eupentacta quinquesemita,Echinodermata,PMLS:16446,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Corella willmeriana,447661,Corella willmeriana,Chordata,PMLS:16447,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,Chordata,PMLS:16448,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Pyura haustor,333504,Pyura haustor,Chordata,PMLS:16449,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Pyura mirabilis,552416,Pyura mirabilis,Chordata,PMLS:16450,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Styela gibbsii,521988,Styela gibbsii,Chordata,PMLS:16451,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,PMLS:16452,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Metandrocarpa taylori,371195,Metandrocarpa taylori,Chordata,PMLS:16453,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Didemnum,55512,Didemnum / Trididemnum complex,Chordata,PMLS:16454,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,PMLS:16455,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Chirolophis nugator,216743,Chirolophis nugator,Chordata,PMLS:16456,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Phanerodon vacca,1316654,Rhacochilus vacca,Chordata,PMLS:16457,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Embiotoca lateralis,117555,Embiotoca lateralis,Chordata,PMLS:16458,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Brachyistius frenatus,117553,Brachyistius frenatus,Chordata,PMLS:16459,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Sebastes caurinus,68597,Sebastes caurinus,Chordata,PMLS:16460,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Sebastes maliger,63386,Sebastes maliger,Chordata,PMLS:16461,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Sebastes auriculatus,117541,Sebastes auriculatus,Chordata,PMLS:16462,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Chordata,PMLS:16463,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Ophiodon elongatus,52539,Ophiodon elongatus,Chordata,PMLS:16464,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Artedius fenestralis,117527,Artedius fenestralis,Chordata,PMLS:16465,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Artedius harringtoni,117528,Artedius harringtoni,Chordata,PMLS:16466,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Jordania zonope,222465,Jordania zonope,Chordata,PMLS:16467,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Asemichthys taylori,172639,Radulinus taylori,Chordata,PMLS:16468,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Hemilepidotus hemilepidotus,221165,Hemilepidotus hemilepidotus,Chordata,PMLS:16469,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Lepidopsetta bilineata,183018,Lepidopsetta bilineata,Chordata,PMLS:16470,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Eumetopias jubatus,41755,Eumetopias jubatus,Chordata,PMLS:16471,48.938826,-123.501192,2013-10-23 12:25:00,Andy Lamb,Marine
Cliona californiana,424811,Cliona californiana,Porifera,PMLS:17182,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Clathria pennata,63672,Clathria (Microciona) pennata,Porifera,PMLS:17183,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Metridium farcimen,51812,Metridium farcimen,Cnidaria,PMLS:17184,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pachycerianthus fimbriatus,47702,Pachycerianthus fimbriatus,Cnidaria,PMLS:17185,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Epizoanthus scotinus,429859,Epizoanthus scotinus,Cnidaria,PMLS:17186,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Balanophyllia elegans,51799,Balanophyllia elegans,Cnidaria,PMLS:17187,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Ptilosarcus gurneyi,448320,Ptilosarcus gurneyi,Cnidaria,PMLS:17188,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Plumularia setacea,209141,Plumularia setacea,Cnidaria,PMLS:17189,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Tubulanus sexlineatus,121950,Tubulanus sexlineatus,Nemertea,PMLS:17190,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Serpula columbiana,131207,Serpula columbiana,Annelida,PMLS:17191,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Dodecaceria pacifica,1500739,Dodecaceria fewkesi,Annelida,PMLS:17192,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Myxicola infundibulum,49533,Myxicola sp.B,Annelida,PMLS:17193,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pista elongata,338339,Pista elongata,Annelida,PMLS:17194,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Schizoporella japonica,519486,Schizoporella japonica,Bryozoa,PMLS:17195,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Crisia,192680,Crisia spp.,Bryozoa,PMLS:17196,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Tonicella insignis,498132,Tonicella insignis,Mollusca,PMLS:17197,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Mopalia lignosa,51724,Mopalia lignosa,Mollusca,PMLS:17198,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Lepidozona mertensii,117621,Lepidozona mertensii,Mollusca,PMLS:17199,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Crassadoma gigantea,54526,Crassadoma gigantea,Mollusca,PMLS:17200,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pododesmus macrochisma,68652,Pododesmus macrochisma,Mollusca,PMLS:17201,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Clinocardium nuttallii,69925,Clinocardium nuttallii,Mollusca,PMLS:17202,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Tresus,117624,Tresus sp.,Mollusca,PMLS:17203,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Panopea generosa,117618,Panopea generosa,Mollusca,PMLS:17204,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Diodora aspera,64148,Diodora aspera,Mollusca,PMLS:17205,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Nucella lamellosa,117641,Nucella lamellosa,Mollusca,PMLS:17206,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Ceratostoma foliatum,116687,Ceratostoma foliatum,Mollusca,PMLS:17207,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Neverita lewisii,447427,Neverita lewisii,Mollusca,PMLS:17208,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Peltodoris nobilis,48450,Peltodoris nobilis,Mollusca,PMLS:17209,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Doris montereyensis,47469,Doris montereyensis,Mollusca,PMLS:17210,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Diaulula odonoghuei,508237,Diaulula odonoghuei,Mollusca,PMLS:17211,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Triopha modesta,1133369,Triopha modesta,Mollusca,PMLS:17212,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Dendronotus iris,47706,Dendronotus iris,Mollusca,PMLS:17213,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Armina californica,47499,Armina californica,Mollusca,PMLS:17214,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Dirona albolineata,47477,Dirona albolineata,Mollusca,PMLS:17215,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Cancer productus,47826,Cancer productus,Arthropoda,PMLS:17216,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pugettia producta,49723,Pugettia producta,Arthropoda,PMLS:17217,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Scyra acutifrons,47712,Scyra acutifrons,Arthropoda,PMLS:17218,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Phyllolithodes papillosus,424896,Phyllolithodes papillosus,Arthropoda,PMLS:17219,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pagurus beringanus,362749,Pagurus beringanus,Arthropoda,PMLS:17220,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pagurus ochotensis,202044,Pagurus ochotensis,Arthropoda,PMLS:17221,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Balanus glandula,81610,Balanus glandula / Balanus crenatus,Arthropoda,PMLS:17222,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Balanus nubilus,49127,Balanus nubilus,Arthropoda,PMLS:17223,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pisaster ochraceus,49699,Pisaster ochraceus,Echinodermata,PMLS:17224,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,PMLS:17225,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Evasterias troschelii,84265,Evasterias troschelii,Echinodermata,PMLS:17226,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Dermasterias imbricata,63382,Dermasterias imbricata,Echinodermata,PMLS:17227,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Henricia leviuscula,47664,Henricia leviuscula species complex,Echinodermata,PMLS:17228,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,Echinodermata,PMLS:17229,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,PMLS:17230,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Apostichopus californicus,202640,Apostichopus californicus,Echinodermata,PMLS:17231,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Cucumaria miniata,117695,Cucumaria miniata,Echinodermata,PMLS:17232,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Cucumaria pallida,356416,Cucumaria pallida,Echinodermata,PMLS:17233,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Eupentacta quinquesemita,51695,Eupentacta quinquesemita,Echinodermata,PMLS:17234,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Cucumaria piperata,424353,Cucumaria piperata,Echinodermata,PMLS:17235,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Psolus chitonoides,473064,Psolus chitonoides,Echinodermata,PMLS:17236,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Corella inflata,347987,Corella inflata,Chordata,PMLS:17237,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,Chordata,PMLS:17238,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Didemnum,55512,Didemnum / Trididemnum complex,Chordata,PMLS:17239,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,PMLS:17240,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Embiotoca lateralis,117555,Embiotoca lateralis,Chordata,PMLS:17241,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Brachyistius frenatus,117553,Brachyistius frenatus,Chordata,PMLS:17242,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Sebastes caurinus,68597,Sebastes caurinus,Chordata,PMLS:17243,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Chordata,PMLS:17244,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Jordania zonope,222465,Jordania zonope,Chordata,PMLS:17245,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Citharichthys stigmaeus,117542,Citharichthys stigmaeus,Chordata,PMLS:17246,48.938826,-123.501192,2016-03-05 09:42:00,Andy Lamb,Marine
Haminoea vesicula,49812,Haminoea vesicula,Mollusca,PMLS:18230,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Cadlina luteomarginata,50146,Cadlina luteomarginata complex,Mollusca,PMLS:18232,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,Mollusca,PMLS:18233,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Atalodoris jannae,1364199,Knoutsodonta jannae,Mollusca,PMLS:18234,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Rostanga pulchra,47473,Rostanga pulchra,Mollusca,PMLS:18235,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Triopha modesta,1133369,Triopha modesta,Mollusca,PMLS:18236,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Dirona albolineata,47477,Dirona albolineata,Mollusca,PMLS:18237,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Coryphella trophina,1376715,Himatina trophina,Mollusca,PMLS:18238,48.938826,-123.501192,2018-06-24 12:00:00,Karin Fletcher,Marine
Pachycerianthus fimbriatus,47702,Pachycerianthus fimbriatus,Cnidaria,PMLS:18472,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Balanophyllia elegans,51799,Balanophyllia elegans,Cnidaria,PMLS:18473,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Dodecaceria pacifica,1500739,Dodecaceria fewkesi,Annelida,PMLS:18474,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Primavelans insculpta,429861,Primavelans insculpta,Bryozoa,PMLS:18475,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Crassadoma gigantea,54526,Crassadoma gigantea,Mollusca,PMLS:18476,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Ceratostoma foliatum,116687,Ceratostoma foliatum,Mollusca,PMLS:18477,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Triopha modesta,1133369,Triopha modesta,Mollusca,PMLS:18478,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Cancer productus,47826,Cancer productus,Arthropoda,PMLS:18479,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Pugettia gracilis,130344,Pugettia gracilis,Arthropoda,PMLS:18480,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Balanus nubilus,49127,Balanus nubilus,Arthropoda,PMLS:18481,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,PMLS:18482,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Dermasterias imbricata,63382,Dermasterias imbricata,Echinodermata,PMLS:18483,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,PMLS:18484,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Apostichopus californicus,202640,Apostichopus californicus,Echinodermata,PMLS:18485,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Cucumaria miniata,117695,Cucumaria miniata,Echinodermata,PMLS:18486,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,PMLS:18487,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Ronquilus jordani,230312,Ronquilus jordani,Chordata,PMLS:18488,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Chirolophis nugator,216743,Chirolophis nugator,Chordata,PMLS:18489,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Embiotoca lateralis,117555,Embiotoca lateralis,Chordata,PMLS:18490,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Brachyistius frenatus,117553,Brachyistius frenatus,Chordata,PMLS:18491,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Sebastes maliger,63386,Sebastes maliger,Chordata,PMLS:18492,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Sebastes flavidus,64477,Sebastes flavidus,Chordata,PMLS:18493,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Chordata,PMLS:18494,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Oxylebius pictus,48452,Oxylebius pictus,Chordata,PMLS:18495,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Artedius harringtoni,117528,Artedius harringtoni,Chordata,PMLS:18496,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Jordania zonope,222465,Jordania zonope,Chordata,PMLS:18497,48.938826,-123.501192,2019-05-04 13:24:00,Isabelle Cote,Marine
Cliona californiana,424811,Cliona californiana,Porifera,PMLS:18505,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Balanophyllia elegans,51799,Balanophyllia elegans,Cnidaria,PMLS:18506,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Aequorea,191502,Aequorea spp.,Cnidaria,PMLS:18507,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Eutonina indicans,348053,Eutonina indicans,Cnidaria,PMLS:18508,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Pleurobrachia bachei,117705,Pleurobrachia bachei,Ctenophora,PMLS:18509,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Bolinopsis infundibulum,492705,Bolinopsis infundibulum,Ctenophora,PMLS:18510,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Tonicella lineata,47425,Tonicella lineata,Mollusca,PMLS:18511,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Peltodoris nobilis,48450,Peltodoris nobilis,Mollusca,PMLS:18512,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Dirona albolineata,47477,Dirona albolineata,Mollusca,PMLS:18513,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Coryphella trophina,1376715,Himatina trophina,Mollusca,PMLS:18514,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Metacarcinus magister,63697,Metacarcinus magister,Arthropoda,PMLS:18515,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Oregonia gracilis,84267,Oregonia gracilis,Arthropoda,PMLS:18516,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,PMLS:18517,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Evasterias troschelii,84265,Evasterias troschelii,Echinodermata,PMLS:18518,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Dermasterias imbricata,63382,Dermasterias imbricata,Echinodermata,PMLS:18519,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,Echinodermata,PMLS:18520,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,PMLS:18521,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Apostichopus californicus,202640,Apostichopus californicus,Echinodermata,PMLS:18522,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Cucumaria miniata,117695,Cucumaria miniata,Echinodermata,PMLS:18523,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,Chordata,PMLS:18524,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Metandrocarpa taylori,371195,Metandrocarpa taylori,Chordata,PMLS:18525,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,PMLS:18526,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Phanerodon vacca,1316654,Rhacochilus vacca,Chordata,PMLS:18527,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Brachyistius frenatus,117553,Brachyistius frenatus,Chordata,PMLS:18528,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Sebastes caurinus,68597,Sebastes caurinus,Chordata,PMLS:18529,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Sebastes maliger,63386,Sebastes maliger,Chordata,PMLS:18530,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Sebastes flavidus,64477,Sebastes flavidus,Chordata,PMLS:18531,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Chordata,PMLS:18532,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Jordania zonope,222465,Jordania zonope,Chordata,PMLS:18533,48.939813,-123.501514,2019-05-04 13:30:00,Stefania Gorgopa,Marine
Marsenina stearnsii,53555,Marsenina stearnsii,Mollusca,iNat:2908642,48.940652,-123.501685,2016-04-07,Karolle Wall,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,iNat:2908930,48.940877,-123.502329,2016-04-08,Karolle Wall,Marine
Dirona albolineata,47477,Dirona albolineata,Mollusca,iNat:2909345,48.940454,-123.502114,2016-04-08,Karolle Wall,Marine
Lophopanopeus bellus,50818,Lophopanopeus bellus,Arthropoda,iNat:2909657,48.940887,-123.502979,2016-04-08,Karolle Wall,Marine
Aglaja ocelligera,49842,Aglaja ocelligera,Mollusca,iNat:2909670,48.941028,-123.501949,2016-04-08,Karolle Wall,Marine
Glebocarcinus oregonensis,429951,Glebocarcinus oregonensis,Arthropoda,iNat:2909693,48.940972,-123.502035,2016-04-08,Karolle Wall,Marine
Henricia leviuscula,47664,Henricia leviuscula,Echinodermata,iNat:2975819,48.940301,-123.502361,2013-10-13,Peter,Marine
Balanus nubilus,49127,Balanus nubilus,Arthropoda,iNat:2975823,48.940318,-123.502447,2013-10-13,Peter,Marine
Urticina grebelnyi,492672,Urticina grebelnyi,Cnidaria,iNat:2975837,48.940301,-123.502353,2013-10-13,Peter,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,iNat:2975842,48.940374,-123.502396,2013-10-13,Peter,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,iNat:2975853,48.940363,-123.502396,2013-10-13,Peter,Marine
Craniella villosa,459732,Craniella villosa,Porifera,iNat:2975867,48.940318,-123.502387,2013-10-13,Peter,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,iNat:2975872,48.940341,-123.502353,2013-10-13,Peter,Marine
Pteraster tesselatus,194701,Pteraster tesselatus,Echinodermata,iNat:2975879,48.940296,-123.502336,2013-10-13,Peter,Marine
Asemichthys taylori,172639,Asemichthys taylori,Chordata,iNat:2975888,48.940362,-123.502507,2013-10-13,Peter,Marine
Leucilla nuttingi,117713,Leucilla nuttingi,Porifera,iNat:2975914,48.940256,-123.502378,2013-10-13,Peter,Marine
Armina californica,47499,Armina californica,Mollusca,iNat:2975918,48.940374,-123.502405,2013-10-13,Peter,Marine
