id,parentId,iNaturalistTaxonName,rank,iNaturalistTaxonImage,taxonName,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority,audioLink,commonName
47626,47628,Caprellidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/2284917/medium.jpg,,,,,,,,,,,Skeleton Shrimp
48527,48526,Caprifoliaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/29884886/medium.jpg,,,,,,,,,,,honeysuckle family
1072514,51874,Caprifolium,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/3807743/medium.jpg,Caprifolium,,,,,,,,,,
67573,3,Caprimulgiformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/11045205/medium.jpeg,,,,,,,,,,,"Nightjars, Swifts, Hummingbirds, and Allies"
52979,47204,Capsella,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/181055706/medium.jpeg,,,,,,,,,,,Shepherd's-purses
56121,52979,Capsella bursa-pastoris,species,https://inaturalist-open-data.s3.amazonaws.com/photos/9103381/medium.jpg,Capsella bursa-pastoris,,,,,,,,,,shepherd's-purse
49567,47208,Carabidae,family,https://static.inaturalist.org/photos/111729255/medium.jpg,,,,,,,,,,,Ground Beetles
1303727,47178,Carangiformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/33570742/medium.jpeg,,,,,,,,,,,"Barracudas, Jacks, Remoras, Flounders, Billfishes, and Allies"
49652,47204,Cardamine,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17401/medium.jpg,,,,,,,,,,,Bittercresses and Toothworts
55829,49652,Cardamine hirsuta,species,https://inaturalist-open-data.s3.amazonaws.com/photos/156216282/medium.jpg,Cardamine hirsuta,,,,,,,,,,hairy bittercress
76002,49652,Cardamine nuttallii,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1876981/medium.jpg,Cardamine nuttallii,,,,,,,,,,Nuttall's toothwort
76003,49652,Cardamine occidentalis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/192453142/medium.jpg,Cardamine occidentalis,,,,,,,,,,Western Bittercress
52981,49652,Cardamine oligosperma,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3002876/medium.jpg,Cardamine oligosperma,,,,,,,,,,little western bittercress
10117,71349,Cardellina,genus,https://static.inaturalist.org/photos/89699863/medium.jpg,,,,,,,,,,,
145276,10117,Cardellina pusilla,species,https://static.inaturalist.org/photos/19480310/medium.jpg,Cardellina pusilla,,,,,,,,,,Wilson's Warbler
488959,47584,Cardiida,order,https://inaturalist-open-data.s3.amazonaws.com/photos/247840622/medium.jpg,,,,,,,,,,,"Cockles, Tellins, and Allies"
50597,488959,Cardiidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/163621292/medium.jpg,,,,,,,,,,,Cockles
71305,7251,Cardinalidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/5808550/medium.jpg,,,,,,,,,,,Cardinals and Allies
52991,47604,Carduus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/53616449/medium.jpeg,,,,,,,,,,,plumeless thistles
53007,52991,Carduus tenuiflorus,species,https://static.inaturalist.org/photos/38225905/medium.jpeg,Carduus tenuiflorus,,,,,,,,,,Slender Thistle
48571,47161,Carex,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/18432491/medium.jpeg,,,,,,,,,,,true sedges
1120852,48571,Carex,subgenus,https://static.inaturalist.org/photos/85706958/medium.jpg,Carex,,,,,,,,,,Carex subg. Carex
76067,48571,Carex leporina,species,https://inaturalist-open-data.s3.amazonaws.com/photos/927135/medium.jpg,Carex leporina,,,,,,,,,,oval sedge
76070,48571,Carex leptopoda,species,https://inaturalist-open-data.s3.amazonaws.com/photos/18494169/medium.jpeg,Carex leptopoda,,,,,,,,,,slender-footed sedge
160005,48571,Carex macloviana,species,https://inaturalist-open-data.s3.amazonaws.com/photos/33485907/medium.jpeg,Carex macloviana,,,,,,,,,,Thickhead sedge
61000,48571,Carex obnupta,species,https://static.inaturalist.org/photos/82391485/medium.jpg,Carex obnupta,,,,,,,psháyʔ,"(Turner, 2014)",,slough sedge
76089,48571,Carex pachystachya,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4048199/medium.jpg,Carex pachystachya,,,,,,,,,,starry broomsedge
160055,48571,Carex pallescens,species,https://inaturalist-open-data.s3.amazonaws.com/photos/52577699/medium.jpeg,Carex pallescens,,,,,,,,,,pale sedge
342912,47186,Caridea,infraorder,https://static.inaturalist.org/photos/177833907/medium.jpg,Caridea,,,,,,,,,,Caridean Shrimps
174546,49530,Caripeta,genus,https://static.inaturalist.org/photos/107110948/medium.jpg,,,,,,,,,,,
216122,174546,Caripeta aequaliaria,species,https://inaturalist-open-data.s3.amazonaws.com/photos/298099179/medium.jpeg,Caripeta aequaliaria,,,,,,,,,,Western Conifer Looper
41573,40151,Carnivora,order,https://inaturalist-open-data.s3.amazonaws.com/photos/11354784/medium.jpg,,,,,,,,,,,Carnivorans
49323,49320,Carpobrotus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/110611250/medium.jpeg,,,,,,,,,,,sea figs
48567,47366,Caryophyllaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/50002751/medium.jpg,,,,,,,,,,,pink family
47366,47124,Caryophyllales,order,https://inaturalist-open-data.s3.amazonaws.com/photos/74999656/medium.jpg,,,,,,,,,,,"pinks, cactuses, and allies"
49340,47322,Castilleja,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/9209884/medium.jpeg,,,,,,,,,,,Paintbrushes
128204,49340,Castilleja hispida,species,https://inaturalist-open-data.s3.amazonaws.com/photos/43820742/medium.jpg,Castilleja hispida,,,,,,,,,,harsh indian paintbrush
76148,49340,Castilleja miniata,species,https://inaturalist-open-data.s3.amazonaws.com/photos/62118988/medium.jpeg,Castilleja miniata,,,,,,,,,,giant red Indian paintbrush
43792,43791,Castor,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6359/medium.jpg,,,,,,,,,,,Beavers
43794,43792,Castor canadensis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/249990599/medium.jpeg,Castor canadensis,1,1,1,1,1,1,sqwul'ew',"(Thom, 2011)",,American Beaver
43791,43698,Castoridae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/58706514/medium.jpg,,,,,,,,,,,Beavers
537086,245602,Catablema,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/36048335/medium.jpeg,,,,,,,,,,,
888777,537086,Catablema vesicarium nodulosum,subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/35773019/medium.jpg,Catablema vesicarium nodulosum,,,,,,,,,,
4755,71306,Cathartes,genus,https://static.inaturalist.org/photos/106776262/medium.jpg,,,,,,,,,,,Turkey and Yellow-headed Vultures
4756,4755,Cathartes aura,species,https://inaturalist-open-data.s3.amazonaws.com/photos/52277010/medium.jpg,Cathartes aura,,,,,,,,,,Turkey Vulture
71306,559244,Cathartidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/19161979/medium.jpg,,,,,,,,,,,New World Vultures
559244,3,Cathartiformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/13567719/medium.jpg,,,,,,,,,,,New World Vultures
12875,15977,Catharus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/63860248/medium.jpeg,,,,,,,,,,,Brown Thrushes and Nightingale-Thrushes
12878,12875,Catharus ustulatus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/17801371/medium.jpg,Catharus ustulatus,,,,,,,,,,Swainson's Thrush
83842,121850,Catocala,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/32389465/medium.jpeg,,,,,,,,,,,Underwing Moths
216247,83842,Catocala aholibah,species,https://inaturalist-open-data.s3.amazonaws.com/photos/450155/medium.jpg,Catocala aholibah,,,,,,,,,,Aholibah Underwing Moth
26718,20978,Caudata,order,https://static.inaturalist.org/photos/27436795/medium.jpg,,,,,,,,,,,Salamanders
55699,47822,Cecidomyiidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/81606935/medium.jpg,,,,,,,,,,,Gall and Forest Midges
69821,47562,Cedrus,genus,https://static.inaturalist.org/photos/60632739/medium.jpeg,,,,,,,,,,,Cedars
69820,69821,Cedrus deodara,species,https://static.inaturalist.org/photos/202875833/medium.jpeg,Cedrus deodara,,,,,,,,,,Deodar cedar
47539,47540,Celastraceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/244246545/medium.jpg,,,,,,,,,,,staff-vine family
47540,47124,Celastrales,order,https://inaturalist-open-data.s3.amazonaws.com/photos/31231998/medium.jpg,,,,,,,,,,,staff-vines and allies
52485,47923,Celastrina,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/74552432/medium.jpeg,,,,,,,,,,,Holarctic Azures
52484,52485,Celastrina echo,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1943824/medium.JPG,Celastrina echo,,,,,,,,,,Echo Azure
48160,47604,Centaurea,genus,https://static.inaturalist.org/photos/120728958/medium.jpeg,,,,,,,,,,,knapweeds
933404,48160,Centaurea cyanus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/143259272/medium.jpg,Centaurea cyanus,,,,,,,,,,Cornflower
57922,48160,Centaurea melitensis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/206740899/medium.jpg,Centaurea melitensis,,,,,,,,,,Maltese star-thistle
56234,56235,Centaurium,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/109916552/medium.jpeg,,,,,,,,,,,Centauries
56236,56234,Centaurium erythraea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4291565/medium.jpg,Centaurium erythraea,,,,,,,,,,Common centaury
49784,47114,Cephalaspidea,order,https://inaturalist-open-data.s3.amazonaws.com/photos/44062822/medium.jpg,,,,,,,,,,,Bubble Snails and Allies
47459,47115,Cephalopoda,class,https://inaturalist-open-data.s3.amazonaws.com/photos/32158737/medium.jpg,,,,,,,,,,,Cephalopods
56497,56496,Cephaloziella,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/23811/medium.jpg,,,,,,,,,,,
56495,56497,Cephaloziella divaricata,species,https://inaturalist-open-data.s3.amazonaws.com/photos/17698038/medium.jpeg,Cephaloziella divaricata,,,,,,,,,,Spreading Threadwort
56496,55253,Cephaloziellaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/2688009/medium.jpg,,,,,,,,,,,
4413,71295,Cepphus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1714/medium.jpg,,,,,,,,,,,True Guillemots
4415,4413,Cepphus columba,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1714/medium.jpg,Cepphus columba,,,,,,,,,,Pigeon Guillemot
47961,47208,Cerambycidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/15152305/medium.jpg,,,,,,,,,,,Longhorn Beetles
68613,57776,Ceramiaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11339161/medium.jpeg,,,,,,,,,,,
57776,57775,Ceramiales,order,https://inaturalist-open-data.s3.amazonaws.com/photos/158342357/medium.jpg,,,,,,,,,,,
68612,68613,Ceramium,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/4745328/medium.jpg,,,,,,,,,,,Banded Weeds
345256,68612,Ceramium gardneri,species,https://inaturalist-open-data.s3.amazonaws.com/photos/43116066/medium.jpg,Ceramium gardneri,,,,,,,,,,
50853,48567,Cerastium,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/46801074/medium.jpeg,,,,,,,,,,,Mouse-ear Chickweeds
50851,50853,Cerastium arvense,species,https://static.inaturalist.org/photos/1664234/medium.jpg,Cerastium arvense,,,,,,,,,,field chickweed
155108,47221,Ceratina,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/62287264/medium.jpg,,,,,,,,,,,Small Carpenter Bees
116684,50766,Ceratostoma,genus,https://static.inaturalist.org/photos/741772/medium.jpg,,,,,,,,,,,Hornmouths
116687,116684,Ceratostoma foliatum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6377388/medium.jpeg,Ceratostoma foliatum,,,,,,,,,,leafy hornmouth
47704,551470,Cerianthidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/446/medium.jpg,,,,,,,,,,,
83303,47114,Cerithiidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/195225855/medium.jpg,,,,,,,,,,,Cerith Snails
194479,974712,Cerrena,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6166519/medium.jpg,,,,,,,,,,,
194476,194479,Cerrena unicolor,species,https://static.inaturalist.org/photos/14764926/medium.jpeg,Cerrena unicolor,,,,,,,,,,Mossy Maze Polypore
974712,47380,Cerrenaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/43825424/medium.jpg,,,,,,,,,,,
7449,7448,Certhia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12432/medium.jpg,,,,,,,,,,,Typical Treecreepers
7458,7449,Certhia americana,species,https://static.inaturalist.org/photos/31423761/medium.jpg,Certhia americana,,,,,,,,,,Brown Creeper
7448,7251,Certhiidae,family,https://static.inaturalist.org/photos/31423761/medium.jpg,,,,,,,,,,,Treecreepers
42158,152870,Cervidae,family,https://static.inaturalist.org/photos/57974299/medium.jpg,,,,,,,,,,,Deer
429826,81508,Chaetodactylidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/256485637/medium.jpg,,,,,,,,,,,
429818,429826,Chaetodactylus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/187996552/medium.jpeg,,,,,,,,,,,
130244,47490,Chaetopteridae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/2049019/medium.jpg,,,,,,,,,,,Parchment Tubeworms
146918,54964,Chalcophora,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/168752/medium.jpg,,,,,,,,,,,Sculptured Pine Borers
82080,146918,Chalcophora angulicollis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/903415/medium.jpg,Chalcophora angulicollis,,,,,,,,,,Western Sculptured Pine Borer
129865,57737,Chalinidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/161343491/medium.jpg,,,,,,,,,,,
564913,47790,Chamaenerion,genus,https://static.inaturalist.org/photos/10363945/medium.jpg,,,,,,,,,,,fireweeds
564969,564913,Chamaenerion angustifolium,species,https://inaturalist-open-data.s3.amazonaws.com/photos/145664133/medium.jpg,Chamaenerion angustifolium,1,1,0,1,0,1,xats'et,"(Thom, 2011)",,fireweed
67561,3,Charadriiformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/51214901/medium.jpg,,,,,,,,,,,Shorebirds and Allies
311313,47126,Charophyta,phylum,https://inaturalist-open-data.s3.amazonaws.com/photos/15816635/medium.jpg,,,,,,,,,,,charophyte algae
152933,48394,Cheilostomatida,order,https://static.inaturalist.org/photos/1394706/medium.JPG,,,,,,,,,,,Cheilostomatid Bryozoans
180392,47186,Cheiragonidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11905180/medium.jpeg,,,,,,,,,,,Helmet Crabs
857199,47186,Cheiragonoidea,superfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/11905180/medium.jpeg,Cheiragonoidea,,,,,,,,,,Helmet Crabs
245097,47120,Chelicerata,subphylum,https://inaturalist-open-data.s3.amazonaws.com/photos/5084182/medium.jpg,,,,,,,,,,,Chelicerates
172435,172373,Cheliferoidea,superfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/99607574/medium.jpg,Cheliferoidea,,,,,,,,,,
428794,347992,Chelyosoma,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1690338/medium.jpg,,,,,,,,,,,
428793,428794,Chelyosoma productum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/29219335/medium.jpeg,Chelyosoma productum,,,,,,,,,,disc-top tunicate
172612,172373,Chernetidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/99169422/medium.jpeg,,,,,,,,,,,Chernetid Pseudoscorpions
60452,60451,Chimaeridae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/12499725/medium.jpg,,,,,,,,,,,Shortnose Chimaeras
60451,60450,Chimaeriformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/12499725/medium.jpg,,,,,,,,,,,Chimaeras
87428,61378,Chirolophis,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/144795215/medium.jpeg,,,,,,,,,,,
216743,87428,Chirolophis nugator,species,https://static.inaturalist.org/photos/32665588/medium.jpg,Chirolophis nugator,,,,,,,,,,mosshead warbonnet
53275,47822,Chironomidae,family,https://static.inaturalist.org/photos/200818306/medium.jpeg,,,,,,,,,,,Non-biting Midges
533431,47429,Chitonida,order,https://inaturalist-open-data.s3.amazonaws.com/photos/54306110/medium.jpg,,,,,,,,,,,
84497,54525,Chlamys,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/44042/medium.jpg,,,,,,,,,,,pink scallop
180013,84497,Chlamys hastata,species,https://inaturalist-open-data.s3.amazonaws.com/photos/128990469/medium.jpg,Chlamys hastata,,,,,,,,,,spiny pink scallop
84094,47742,Chlorochroa,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/78650239/medium.jpg,,,,,,,,,,,
1127584,84094,Chlorochroa,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/9427609/medium.jpeg,Chlorochroa,,,,,,,,,,
261351,84094,Chlorochroa ligata,species,https://static.inaturalist.org/photos/558995/medium.jpg,Chlorochroa ligata,,,,,,,,,,Conchuela Bug
56536,47394,Chlorophyllum,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12984927/medium.jpg,,,,,,,,,,,
1413390,56536,Chlorophyllum,section,https://static.inaturalist.org/photos/485208/medium.jpg,Chlorophyllum,,,,,,,,,,Chlorophyllum sect. Chlorophyllum
58693,56536,Chlorophyllum brunneum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/13616329/medium.jpg,Chlorophyllum brunneum,,,,,,,,,,Shaggy Parasol
50863,47126,Chlorophyta,phylum,https://inaturalist-open-data.s3.amazonaws.com/photos/57757074/medium.jpg,,,,,,,,,,,green algae
117813,71119,Chondracanthus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/99152/medium.jpg,,,,,,,,,,,
127153,117813,Chondracanthus exasperatus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/490612/medium.JPG,Chondracanthus exasperatus,,,,,,,,,,Turkish Towel
118043,118042,Chondrostereum,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/388071/medium.jpg,,,,,,,,,,,
118036,118043,Chondrostereum purpureum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/388071/medium.jpg,Chondrostereum purpureum,,,,,,,,,,Silverleaf Fungus
339271,49282,Chone,genus,https://static.inaturalist.org/photos/112108224/medium.jpeg,,,,,,,,,,,
356415,339271,Chone aurantiaca,species,https://inaturalist-open-data.s3.amazonaws.com/photos/127594106/medium.jpeg,Chone aurantiaca,,,,,,,,,,orange feather-duster
117796,117795,Chordariaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/28345744/medium.jpg,,,,,,,,,,,
2,1,Chordata,phylum,https://inaturalist-open-data.s3.amazonaws.com/photos/80551845/medium.jpg,,,,,,,,,,,Chordates
67432,47157,Choreutidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/2950374/medium.jpg,,,,,,,,,,,Metalmark Moths
48222,48460,Chromista,kingdom,https://inaturalist-open-data.s3.amazonaws.com/photos/131300/medium.jpg,,,,,,,,,,,"kelp, diatoms, and allies"
796030,209027,Chromopleustes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/100297362/medium.jpg,,,,,,,,,,,
796029,796030,Chromopleustes oculatus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/100297362/medium.jpg,Chromopleustes oculatus,,,,,,,,,,black-and-white sea flea
126149,47201,Chrysididae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/51250438/medium.jpeg,,,,,,,,,,,Cuckoo Wasps
130121,126149,Chrysis,genus,https://static.inaturalist.org/photos/26840202/medium.jpg,,,,,,,,,,,
130120,130121,Chrysis ignita,species,https://static.inaturalist.org/photos/83131533/medium.jpeg,Chrysis ignita,,,,,,,,,,
51146,47208,Chrysomelidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/28711963/medium.jpg,,,,,,,,,,,Leaf Beetles
175910,51870,Chrysomphalina,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/100298931/medium.jpeg,,,,,,,,,,,
484686,175910,Chrysomphalina chrysophylla,species,https://inaturalist-open-data.s3.amazonaws.com/photos/105935225/medium.jpg,Chrysomphalina chrysophylla,,,,,,,,,,False Yellowfoot
117941,55452,Chrysothricaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/228753651/medium.jpg,,,,,,,,,,,
117942,117941,Chrysothrix,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/40408133/medium.jpg,,,,,,,,,,,Gold Dust Lichens
128745,49068,Chthamalidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/42603845/medium.jpg,,,,,,,,,,,Chthamalid Barnacles
128743,128745,Chthamalus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1073345/medium.jpg,,,,,,,,,,,
129910,128743,Chthamalus dalli,species,https://inaturalist-open-data.s3.amazonaws.com/photos/19769047/medium.jpeg,Chthamalus dalli,,,,,,,,,,Little Brown Barnacle
53237,47744,Cicadellidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/22722513/medium.jpeg,,,,,,,,,,,Typical Leafhoppers
1303736,47178,Cichliformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/10288037/medium.jpeg,,,,,,,,,,,"Cichlids, Damselfishes, and Allies"
199407,52381,Cinara,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/577520/medium.jpg,,,,,,,,,,,Giant Conifer Aphids
709340,199407,Cinara,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/65358600/medium.jpg,Cinara,,,,,,,,,,
47933,47790,Circaea,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/61135411/medium.jpg,,,,,,,,,,,enchanter's nightshades
76342,47933,Circaea alpina,species,https://inaturalist-open-data.s3.amazonaws.com/photos/19453352/medium.jpeg,Circaea alpina,,,,,,,,,,Alpine Enchanter's-nightshade
5163,5067,Circus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12275327/medium.jpg,,,,,,,,,,,Harriers
558446,5163,Circus hudsonius,species,https://static.inaturalist.org/photos/114035783/medium.jpg,Circus hudsonius,,,,,,,,,,Northern Harrier
47488,152939,Cirratulidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/177284298/medium.jpeg,,,,,,,,,,,
210289,1091452,Cirripedia,infraclass,https://inaturalist-open-data.s3.amazonaws.com/photos/290223/medium.jpg,Cirripedia,,,,,,,,,,Barnacles
48561,47604,Cirsium,genus,https://static.inaturalist.org/photos/59587162/medium.jpg,,,,,,,,,,,Plume Thistles
60132,48561,Cirsium arvense,species,https://inaturalist-open-data.s3.amazonaws.com/photos/42462240/medium.jpg,Cirsium arvense,,,,,,,xəw’xəwíłp,"(Turner, 2014)",,creeping thistle
52993,48561,Cirsium brevistylum,species,https://static.inaturalist.org/photos/114124015/medium.jpg,Cirsium brevistylum,,,,,,,xəw’xəwíłp,"(Turner, 2014)",,Short-styled Thistle
52989,48561,Cirsium vulgare,species,https://inaturalist-open-data.s3.amazonaws.com/photos/306770747/medium.jpeg,Cirsium vulgare,,,,,,,xəw’xəwíłp,"(Turner, 2014)",,Bull Thistle
48416,1363729,Citharichthys,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/36051301/medium.jpg,,,,,,,,,,,
117542,48416,Citharichthys stigmaeus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/77103838/medium.jpg,Citharichthys stigmaeus,,,,,,,,,,speckled sanddab
174248,49530,Cladara,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/837383/medium.jpg,,,,,,,,,,,
217054,174248,Cladara limitaria,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3417266/medium.JPG,Cladara limitaria,,,,,,,,,,Mottled Gray Carpet
801475,47113,Cladobranchia,suborder,https://inaturalist-open-data.s3.amazonaws.com/photos/91089075/medium.jpg,Cladobranchia,,,,,,,,,,
49490,49489,Cladonia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/56773750/medium.jpeg,,,,,,,,,,,pixie cup and reindeer lichens
117950,49490,Cladonia macilenta,species,https://inaturalist-open-data.s3.amazonaws.com/photos/308268644/medium.jpg,Cladonia macilenta,,,,,,,,,,Lipstick Powderhorn
119666,49490,Cladonia portentosa,species,https://inaturalist-open-data.s3.amazonaws.com/photos/113769297/medium.jpg,Cladonia portentosa,,,,,,,,,,Reindeer Lichen
117963,49490,Cladonia squamosa,species,https://inaturalist-open-data.s3.amazonaws.com/photos/34311804/medium.jpeg,Cladonia squamosa,,,,,,,,,,Dragon Horn
49489,48327,Cladoniaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/111165624/medium.jpeg,,,,,,,,,,,spindles and structured lichens
53707,51431,Cladophora,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/56223406/medium.jpeg,,,,,,,,,,,
117775,53707,Cladophora columbiana,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4519949/medium.jpg,Cladophora columbiana,,,,,,,,,,Green pin-cushion alga
51431,51430,Cladophoraceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/65119/medium.jpg,,,,,,,,,,,
51430,51429,Cladophorales,order,https://static.inaturalist.org/photos/83121765/medium.jpeg,,,,,,,,,,,
67870,67859,Claopodium,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/112419228/medium.jpg,,,,,,,,,,,claopodium mosses
47789,47790,Clarkia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17563453/medium.jpeg,,,,,,,,,,,Clarkias
61048,47789,Clarkia amoena,species,https://inaturalist-open-data.s3.amazonaws.com/photos/38921871/medium.jpg,Clarkia amoena,,,,,,,,,,Farewell-To-Spring
63671,63668,Clathria,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/230791672/medium.jpg,,,,,,,,,,,
63672,63671,Clathria pennata,species,https://static.inaturalist.org/photos/1420097/medium.JPG,Clathria pennata,,,,,,,,,,red velvety sponge
53886,49461,Clavaria,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/8625/medium.jpg,,,,,,,,,,,
53885,53886,Clavaria fragilis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6517/medium.jpg,Clavaria fragilis,,,,,,,,,,Fairy Fingers
49461,47167,Clavariaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/52733456/medium.jpeg,,,,,,,,,,,antler and spindle fungi
123254,48248,Clavicipitaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8969764/medium.jpeg,,,,,,,,,,,
52995,71417,Claytonia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/8870/medium.jpg,,,,,,,,,,,spring beauties
52994,52995,Claytonia perfoliata,species,https://inaturalist-open-data.s3.amazonaws.com/photos/182808852/medium.jpeg,Claytonia perfoliata,,,,,,,,,,miner's lettuce
64184,52995,Claytonia rubra,species,https://inaturalist-open-data.s3.amazonaws.com/photos/76296176/medium.jpeg,Claytonia rubra,,,,,,,,,,Redstem Springbeauty
55767,52995,Claytonia sibirica,species,https://inaturalist-open-data.s3.amazonaws.com/photos/12326504/medium.jpg,Claytonia sibirica,,,,,,,,,,Candy Flower
87522,47308,Clevelandia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/28305374/medium.jpg,,,,,,,,,,,
117564,87522,Clevelandia ios,species,https://inaturalist-open-data.s3.amazonaws.com/photos/168441961/medium.jpg,Clevelandia ios,,,,,,,,,,Arrow Goby
