"scientificName","scientificNameAuthority","taxonID","kingdom","phylum","class","order","subordr","infrrdr","family","genus","subgens","spcfcEp","infrspE","taxnRnk","instttC","cllctnC","ctlgNmb","datstNm","occrrID","rcrddBy","rcrdNmb","fldNmbr","eventDt","year","month","day","bssOfRc","localty","lctnRmr","island","sttPrvn","country","cntryCd","crdnUIM","grfrncB","grfrnVS","grfrncP","grfrncR","habitat","vrbtmDp","vrbtmEl","occrrnS","smplngP","occrrnR","indvdlC","sex","estblsM","prvnclS","ntnlStt","idntfdB","idntfcQ","idntfcR","prvsIdn","bblgrpC","assctdR","latitud","longitd"
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides",NA,"species","iNaturalist","Observations","49516715",NA,"https://www.inaturalist.org/observations/49516715","Ben Keen",NA,NA,"2020-06-13",2020,6,13,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Cymbalaria muralis","G. Gaertn., B. Mey. & Scherb.",55727,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Plantaginaceae","Cymbalaria",NA,"Cymbalaria muralis",NA,"species","iNaturalist","Observations","127593993",NA,"https://www.inaturalist.org/observations/127593993","Jani",NA,NA,"2022-07-23",2022,7,23,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",6998,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"rwr",NA,NA,NA,NA,NA,49.386,-123.32
"Cymbalaria muralis","G. Gaertn., B. Mey. & Scherb.",55727,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Plantaginaceae","Cymbalaria",NA,"Cymbalaria muralis",NA,"species",NA,NA,NA,NA,"q-10596011518",NA,NA,NA,"2022-05-22",2022,5,22,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",60,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Dactylis glomerata","L.",52720,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Dactylis",NA,"Dactylis glomerata",NA,"species","iNaturalist","Observations","29067285",NA,"https://www.inaturalist.org/observations/29067285","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2000)",NA,"Norbert Sauberer",NA,NA,NA,NA,NA,49.386,-123.32
"Daphne laureola","L.",127391,"Plantae","Tracheophyta","Magnoliopsida","Malvales",NA,NA,"Thymelaeaceae","Daphne",NA,"Daphne laureola",NA,"species","iNaturalist","Observations","29733681",NA,"https://www.inaturalist.org/observations/29733681","salishsea86",NA,NA,"2019-07-28",2019,7,28,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",8,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Digitalis purpurea","L.",53983,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Plantaginaceae","Digitalis",NA,"Digitalis purpurea",NA,"species","iNaturalist","Observations","85286222",NA,"https://www.inaturalist.org/observations/85286222","Ben Keen",NA,NA,"2021-07-01",2021,7,1,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",6,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Doronicum pardalianches","L.",61521,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Doronicum",NA,"Doronicum pardalianches",NA,"species","iNaturalist","Observations","47797477",NA,"https://www.inaturalist.org/observations/47797477","Ben Keen",NA,NA,"2020-05-29",2020,5,29,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"Stewart Wechsler",NA,NA,NA,NA,NA,49.386,-123.32
"Euphorbia cyparissias","L.",55766,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",NA,NA,"Euphorbiaceae","Euphorbia",NA,"Euphorbia cyparissias",NA,"species","iNaturalist","Observations","45215954",NA,"https://www.inaturalist.org/observations/45215954","Cole Gaerber",NA,NA,"2020-05-05",2020,5,5,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",26550,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,49.386,-123.32
"Festuca rubra s. lat.","L.",61061,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Festuca",NA,"Festuca rubra",NA,"species","RBCM","V","V182031",NA,"RBCM:Botany:V182031","Terry Taylor","s.n.",NA,"1993-05-24",1993,5,24,"PRESERVED_SPECIMEN","Bowen Island: S shore of island",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,NA,NA,NA,"Terry Taylor",NA,NA,NA,NA,NA,49.386,-123.32
"Holodiscus discolor","(Pursh) Maxim.",53414,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Holodiscus",NA,"Holodiscus discolor",NA,"species","iNaturalist","Observations","29065684",NA,"https://www.inaturalist.org/observations/29065684","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",32,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Holodiscus discolor","(Pursh) Maxim.",53414,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Holodiscus",NA,"Holodiscus discolor",NA,"species","iNaturalist","Observations","29397043",NA,"https://www.inaturalist.org/observations/29397043","salishsea86",NA,NA,"2019-07-23",2019,7,23,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Honckenya peploides ssp. major","(L.) Ehrh.",129448,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Caryophyllaceae","Honckenya",NA,"Honckenya peploides","major","subspecies","iNaturalist","Observations","32797322",NA,"https://www.inaturalist.org/observations/32797322","Ben Keen",NA,NA,"2019-09-15",2019,9,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Hypericum perforatum","L.",56077,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",NA,NA,"Hypericaceae","Hypericum",NA,"Hypericum perforatum",NA,"species","iNaturalist","Observations","29067081",NA,"https://www.inaturalist.org/observations/29067081","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Impatiens parviflora","DC.",51736,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Balsaminaceae","Impatiens",NA,"Impatiens parviflora",NA,"species","iNaturalist","Observations","92930312",NA,"https://www.inaturalist.org/observations/92930312","Ben Keen",NA,NA,"2021-08-29",2021,8,29,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Impatiens parviflora","DC.",51736,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Balsaminaceae","Impatiens",NA,"Impatiens parviflora",NA,"species","iNaturalist","Observations","32797438",NA,"https://www.inaturalist.org/observations/32797438","Ben Keen",NA,NA,"2019-09-15",2019,9,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Juncus covillei","Piper",77561,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Juncaceae","Juncus",NA,"Juncus covillei",NA,"species","USCH",NA,"USCH0064034",NA,"b3ceaeb3-19d7-4127-bbc7-3bec15a8d012","Straley, Gerald B.","8642",NA,"1995-07-16",1995,7,16,"PRESERVED_SPECIMEN","West Vancouver",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2019)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Juncus mertensianus","Bong.",77584,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Juncaceae","Juncus",NA,"Juncus mertensianus",NA,"species","USCH",NA,"USCH0063926",NA,"e2e626d2-f635-446e-b061-059c954e9286","Straley, Gerald B.","8657",NA,"1985-07-16",1985,7,16,"PRESERVED_SPECIMEN","West Vancouer",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Lapsana communis","L.",55981,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Lapsana",NA,"Lapsana communis",NA,"species",NA,NA,NA,NA,"q-10372520451",NA,NA,NA,"2021-05-30",2021,5,30,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",19,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Lapsana communis","L.",55981,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Lapsana",NA,"Lapsana communis",NA,"species","iNaturalist","Observations","29067755",NA,"https://www.inaturalist.org/observations/29067755","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",48,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Leucanthemum vulgare","Lam.",56057,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Leucanthemum",NA,"Leucanthemum vulgare",NA,"species","iNaturalist","Observations","29067389",NA,"https://www.inaturalist.org/observations/29067389","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",64,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Linaria purpurea","(L.) Mill.",77778,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Plantaginaceae","Linaria",NA,"Linaria purpurea",NA,"species","iNaturalist","Observations","29067987",NA,"https://www.inaturalist.org/observations/29067987","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",64,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Lycopus europaeus","L.",133036,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Lamiaceae","Lycopus",NA,"Lycopus europaeus",NA,"species","iNaturalist","Observations","92930111",NA,"https://www.inaturalist.org/observations/92930111","Ben Keen",NA,NA,"2021-08-29",2021,8,29,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Melissa officinalis","L.",59901,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Lamiaceae","Melissa",NA,"Melissa officinalis",NA,"species","iNaturalist","Observations","29067825",NA,"https://www.inaturalist.org/observations/29067825","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",96,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Polystichum munitum","(Kaulf.) C. Presl",47751,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Dryopteridaceae","Polystichum",NA,"Polystichum munitum",NA,"species","iNaturalist","Observations","29065652",NA,"https://www.inaturalist.org/observations/29065652","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",32,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Pteridium aquilinum var. pubescens","(L.) Kuhn",52684,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Dennstaedtiaceae","Pteridium",NA,"Pteridium aquilinum","pubescens","varietas","iNaturalist","Observations","29067178",NA,"https://www.inaturalist.org/observations/29067178","summergirl124",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"summergirl124",NA,NA,NA,NA,NA,49.386,-123.32
"Pteridium aquilinum var. pubescens","(L.) Kuhn",52684,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",NA,NA,"Dennstaedtiaceae","Pteridium",NA,"Pteridium aquilinum","pubescens","varietas","iNaturalist","Observations","29067307",NA,"https://www.inaturalist.org/observations/29067307","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",32,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Rubus ursinus","Cham. & Schltdl.",53445,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Rubus",NA,"Rubus ursinus",NA,"species","iNaturalist","Observations","29067497",NA,"https://www.inaturalist.org/observations/29067497","salishsea86",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"salishsea86",NA,NA,NA,NA,NA,49.386,-123.32
"Rubus ursinus","Cham. & Schltdl.",53445,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Rubus",NA,"Rubus ursinus",NA,"species","iNaturalist","Observations","46410722",NA,"https://www.inaturalist.org/observations/46410722","erinperry",NA,NA,"2020-05-18",2020,5,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",65,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"erinperry",NA,NA,NA,NA,NA,49.386,-123.32
"Rumex acetosella","L.",53195,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Polygonaceae","Rumex",NA,"Rumex acetosella",NA,"species",NA,NA,NA,NA,"q-10616162434",NA,NA,NA,"2022-06-08",2022,6,8,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",28,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Rumex acetosella","L.",53195,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Polygonaceae","Rumex",NA,"Rumex acetosella",NA,"species",NA,NA,NA,NA,"q-10577586512",NA,NA,NA,"2022-05-07",2022,5,7,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",19,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Rumex conglomeratus","Murray",57215,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Polygonaceae","Rumex",NA,"Rumex conglomeratus",NA,"species","iNaturalist","Observations","85286262",NA,"https://www.inaturalist.org/observations/85286262","Ben Keen",NA,NA,"2021-07-01",2021,7,1,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",8,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","SNA (2019)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Silene coronaria","(L.) Desr.",485191,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Caryophyllaceae","Silene",NA,"Silene coronaria",NA,"species","iNaturalist","Observations","29067529",NA,"https://www.inaturalist.org/observations/29067529","summergirl124",NA,NA,"2019-07-18",2019,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"summergirl124",NA,NA,NA,NA,NA,49.386,-123.32
"Silene dioica","(L.) Clairv.",55759,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Caryophyllaceae","Silene",NA,"Silene dioica",NA,"species",NA,NA,NA,NA,"q-10346070602",NA,NA,NA,"2021-05-08",2021,5,8,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",30,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Silene dioica","(L.) Clairv.",55759,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Caryophyllaceae","Silene",NA,"Silene dioica",NA,"species",NA,NA,NA,NA,"q-10337734280",NA,NA,NA,"2021-04-29",2021,4,29,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",91,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Silene dioica","(L.) Clairv.",55759,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Caryophyllaceae","Silene",NA,"Silene dioica",NA,"species",NA,NA,NA,NA,"q-10346068315",NA,NA,NA,"2021-05-08",2021,5,8,"HUMAN_OBSERVATION",NA,NA,NA,NA,"Canada","CA",19,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"exotic","SNA (2001)",NA,NA,NA,NA,NA,NA,NA,49.386,-123.32
"Sonchus arvensis ssp. arvensis","L.",79156,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Sonchus",NA,"Sonchus arvensis","arvensis","subspecies","iNaturalist","Observations","32797385",NA,"https://www.inaturalist.org/observations/32797385","Ben Keen",NA,NA,"2019-09-15",2019,9,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2000)",NA,"Will Van Hemessen",NA,NA,NA,NA,NA,49.386,-123.32
"Sonchus arvensis ssp. arvensis","L.",79156,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Sonchus",NA,"Sonchus arvensis","arvensis","subspecies","iNaturalist","Observations","32797351",NA,"https://www.inaturalist.org/observations/32797351","Ben Keen",NA,NA,"2019-09-15",2019,9,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2000)",NA,"Will Van Hemessen",NA,NA,NA,NA,NA,49.386,-123.32
"Veronica americana","Schwein ex. Benth.",57277,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Plantaginaceae","Veronica",NA,"Veronica americana",NA,"species","iNaturalist","Observations","85286177",NA,"https://www.inaturalist.org/observations/85286177","Ben Keen",NA,NA,"2021-07-01",2021,7,1,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",8,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Vinca minor","L.",55844,"Plantae","Tracheophyta","Magnoliopsida","Gentianales",NA,NA,"Apocynaceae","Vinca",NA,"Vinca minor",NA,"species","iNaturalist","Observations","49906118",NA,"https://www.inaturalist.org/observations/49906118","Ben Keen",NA,NA,"2020-06-16",2020,6,16,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.386,-123.32
"Arbutus menziesii","Pursh",51046,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Arbutus",NA,"Arbutus menziesii",NA,"species","iNaturalist","Observations","90365023",NA,"https://www.inaturalist.org/observations/90365023","Cole Gaerber",NA,NA,"2021-08-06",2021,8,6,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",122,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4? (2014)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,49.422,-123.31
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","93967357",NA,"https://www.inaturalist.org/observations/93967357","islandsearch",NA,NA,"2021-07-28",2021,7,28,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",14,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"judith holm",NA,NA,NA,NA,NA,49.422,-123.31
"Pseudotsuga menziesii var. menziesii","(Mirb.) Franco",48256,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Pseudotsuga",NA,"Pseudotsuga menziesii","menziesii","varietas","iNaturalist","Observations","90365024",NA,"https://www.inaturalist.org/observations/90365024","Cole Gaerber",NA,NA,"2021-08-06",2021,8,6,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",122,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,49.422,-123.31
"Pseudotsuga menziesii var. menziesii","(Mirb.) Franco",48256,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Pseudotsuga",NA,"Pseudotsuga menziesii","menziesii","varietas","iNaturalist","Observations","90365021",NA,"https://www.inaturalist.org/observations/90365021","Cole Gaerber",NA,NA,"2021-08-06",2021,8,6,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",122,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,49.422,-123.31
"Adenocaulon bicolor","Hook.",56854,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Adenocaulon",NA,"Adenocaulon bicolor",NA,"species","iNaturalist","Observations","84329829",NA,"https://www.inaturalist.org/observations/84329829","caschaefer",NA,NA,"2021-06-21",2021,6,21,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",46,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"caschaefer",NA,NA,NA,NA,NA,49.413,-123.31
"Aesculus hippocastanum","L.",84298,"Plantae","Tracheophyta","Magnoliopsida","Sapindales",NA,NA,"Sapindaceae","Aesculus",NA,"Aesculus hippocastanum",NA,"species","iNaturalist","Observations","98055614",NA,"https://www.inaturalist.org/observations/98055614","mdeen",NA,NA,"2021-10-10",2021,10,10,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",9,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2013)",NA,"islandsearch",NA,NA,NA,NA,NA,49.413,-123.31
"Berberis nervosa","Pursh",75756,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",NA,NA,"Berberidaceae","Berberis",NA,"Berberis nervosa",NA,"species","iNaturalist","Observations","56472184",NA,"https://www.inaturalist.org/observations/56472184","Tobin Sparling",NA,NA,"2020-08-14",2020,8,14,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",52,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"jey42",NA,NA,NA,NA,NA,49.413,-123.31
"Cerastium arvense ssp. strictum","L.",50847,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",NA,NA,"Caryophyllaceae","Cerastium",NA,"Cerastium arvense","strictum","subspecies","iNaturalist","Observations","78657592",NA,"https://www.inaturalist.org/observations/78657592","kristinop",NA,NA,"2021-05-13",2021,5,13,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kristinop",NA,NA,NA,NA,NA,49.413,-123.31
"Cytisus scoparius","(L.) Link",48538,"Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,NA,"Fabaceae","Cytisus",NA,"Cytisus scoparius",NA,"species","iNaturalist","Observations","18460488",NA,"https://www.inaturalist.org/observations/18460488","Ben Keen",NA,NA,"2018-11-17",2018,11,17,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",5,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.413,-123.31
"Euphorbia peplus","L.",57036,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",NA,NA,"Euphorbiaceae","Euphorbia",NA,"Euphorbia peplus",NA,"species","iNaturalist","Observations","18460499",NA,"https://www.inaturalist.org/observations/18460499","Ben Keen",NA,NA,"2018-11-17",2018,11,17,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",5,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Ben Keen",NA,NA,NA,NA,NA,49.413,-123.31
