"scientificName","scientificNameAuthority","taxonID","kingdom","phylum","class","order","subordr","infrrdr","family","genus","subgens","spcfcEp","infrspE","taxnRnk","instttC","cllctnC","ctlgNmb","datstNm","occrrID","rcrddBy","rcrdNmb","fldNmbr","eventDt","year","month","day","bssOfRc","localty","lctnRmr","island","sttPrvn","country","cntryCd","crdnUIM","grfrncB","grfrnVS","grfrncP","grfrncR","habitat","vrbtmDp","vrbtmEl","occrrnS","smplngP","occrrnR","indvdlC","sex","estblsM","prvnclS","ntnlStt","idntfdB","idntfcQ","idntfcR","prvsIdn","bblgrpC","assctdR","latitud","longitd"
"Triantha occidentalis ssp. brevistyla","(S. Watson) R.R. Gates",238899,"Plantae","Tracheophyta","Liliopsida","Alismatales",NA,NA,"Tofieldiaceae","Triantha",NA,"Triantha occidentalis","brevistyla","subspecies","UBC","UBCVascular","V47528",NA,"2C75171C-A7C8-9A45-B20B-1F11335A33CF","M.F. Jackson","s.n.",NA,"1951-07-31",1951,7,31,"PRESERVED_SPECIMEN","Garibaldi Park, Black Tusk Meadows",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"M.F. Jackson",NA,NA,NA,NA,NA,49.953,-123.06
"Trisetum spicatum","(L.) K. Richt.",79446,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Trisetum",NA,"Trisetum spicatum",NA,"species","RBCM","V","V008017",NA,"RBCM:Botany:V008017",NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,NA,NA,NA,NA,NA,NA,49.953,-123.06
"Trisetum spicatum","(L.) K. Richt.",79446,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Trisetum",NA,"Trisetum spicatum",NA,"species","RBCM","V","V008016",NA,"RBCM:Botany:V008016",NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,NA,NA,NA,NA,NA,NA,49.953,-123.06
"Trisetum spicatum","(L.) K. Richt.",79446,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Trisetum",NA,"Trisetum spicatum",NA,"species","RBCM","V","V011261",NA,"RBCM:Botany:V011261",NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,NA,NA,NA,NA,NA,NA,49.953,-123.06
"Vaccinium deliciosum","Piper",48348,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Vaccinium",NA,"Vaccinium deliciosum",NA,"species","UBC","UBCVascular","V27354",NA,"054A2663-B302-F149-A1EB-ED47DD645718","W. Cottle","389",NA,"1951-07-22",1951,7,22,"PRESERVED_SPECIMEN","Black Tusk meadow, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Vladimir J. Krajina 1955",NA,NA,NA,NA,NA,49.953,-123.06
"Vaccinium deliciosum","Piper",48348,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Vaccinium",NA,"Vaccinium deliciosum",NA,"species","UBC","UBCVascular","V27353",NA,"C7EC1D63-06ED-ED46-BB51-D8F229BC13A6","W. Cottle","335",NA,"1951-07-26",1951,7,26,"PRESERVED_SPECIMEN","Black Tusk Meadows, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Vladimir J. Krajina 1955",NA,NA,NA,NA,NA,49.953,-123.06
"Vaccinium deliciosum","Piper",48348,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Vaccinium",NA,"Vaccinium deliciosum",NA,"species","UBC","UBCVascular","V56021",NA,"EA554E56-04BE-644A-A3AC-9F4EAD907631","Vernon C. Brink","56-8-142",NA,"1956-08-09",1956,8,9,"PRESERVED_SPECIMEN","Garibaldi Park, Black Tusk Meadows",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,49.953,-123.06
"Vahlodea atropurpurea","(Wahlenb.) Fr. ex Hartm.",79473,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Vahlodea",NA,"Vahlodea atropurpurea",NA,"species","UBC","UBCVascular","V120305",NA,"3C5025D8-FFE8-BD4F-B3E5-974AD0EEEC9A","Vernon C. Brink","s.n.",NA,"1941-07-29",1941,7,29,"PRESERVED_SPECIMEN","Black Tusk meadow, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John W. Eastham",NA,NA,NA,NA,NA,49.953,-123.06
"Vahlodea atropurpurea","(Wahlenb.) Fr. ex Hartm.",79473,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Vahlodea",NA,"Vahlodea atropurpurea",NA,"species","UBC","UBCVascular","V120300",NA,"5F7CBCCF-C123-8241-BEA0-FBFD26194E61","Vernon C. Brink","s.n.",NA,"1941-08-07",1941,8,7,"PRESERVED_SPECIMEN","Black Tusk meadow, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Vernon C. Brink",NA,NA,NA,NA,NA,49.953,-123.06
"Vahlodea atropurpurea","(Wahlenb.) Fr. ex Hartm.",79473,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Vahlodea",NA,"Vahlodea atropurpurea",NA,"species","UBC","UBCVascular","V55988",NA,"9719BC0B-07FE-5940-9358-A345A3469D2E","Vernon C. Brink",NA,NA,"1956-08-08",1956,8,8,"PRESERVED_SPECIMEN","Garibaldi Park, Black Tusk Meadows",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Vernon C. Brink",NA,NA,NA,NA,NA,49.953,-123.06
"Veronica wormskjoldii","Roem. & Schult.",61145,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Plantaginaceae","Veronica",NA,"Veronica wormskjoldii",NA,"species","iNaturalist","Observations","88208907",NA,"https://www.inaturalist.org/observations/88208907","amygalina",NA,NA,"2021-07-22",2021,7,22,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",32,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"amygalina",NA,NA,NA,NA,NA,49.953,-123.06
"Juncus drummondii","E. Mey.",77565,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Juncaceae","Juncus",NA,"Juncus drummondii",NA,"species","RBCM","V","V146498",NA,"RBCM:Botany:V146498","Ted Lea",NA,NA,"1979-08-14",1979,8,14,"PRESERVED_SPECIMEN","Brohm Ridge: Brohm Ridge ski lift road",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5",NA,NA,NA,NA,NA,NA,NA,49.854,-123.07
"Arnica latifolia","Bong.",75573,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Arnica",NA,"Arnica latifolia",NA,"species","iNaturalist","Observations","9566114",NA,"https://www.inaturalist.org/observations/9566114","hillanddale",NA,NA,"2006-08-03",2006,8,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",171,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"hillanddale",NA,NA,NA,NA,NA,49.845,-123.07
"Chamaenerion latifolium","(L.) Sweet",564970,"Plantae","Tracheophyta","Magnoliopsida","Myrtales",NA,NA,"Onagraceae","Chamaenerion",NA,"Chamaenerion latifolium",NA,"species","iNaturalist","Observations","9566166",NA,"https://www.inaturalist.org/observations/9566166","hillanddale",NA,NA,"2006-08-03",2006,8,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",85,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"judith holm",NA,NA,NA,NA,NA,49.845,-123.07
"Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii",NA,"species","iNaturalist","Observations","9566042",NA,"https://www.inaturalist.org/observations/9566042","hillanddale",NA,NA,"2006-08-03",2006,8,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"hillanddale",NA,NA,NA,NA,NA,49.845,-123.07
"Luetkea pectinata","(Pursh) Kuntze.",77842,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Luetkea",NA,"Luetkea pectinata",NA,"species","iNaturalist","Observations","9566188",NA,"https://www.inaturalist.org/observations/9566188","hillanddale",NA,NA,"2006-08-03",2006,8,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",171,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"hillanddale",NA,NA,NA,NA,NA,49.845,-123.07
"Pedicularis racemosa","Douglas ex Benth.",78372,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Pedicularis",NA,"Pedicularis racemosa",NA,"species","iNaturalist","Observations","16150472",NA,"https://www.inaturalist.org/observations/16150472","Maddie Edmonds",NA,NA,"2018-08-31",2018,8,31,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",26454,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"Maddie Edmonds",NA,NA,NA,NA,NA,49.845,-123.07
"Pinus albicaulis","Engelm.",68083,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Pinus",NA,"Pinus albicaulis",NA,"species","iNaturalist","Observations","100124432",NA,"https://www.inaturalist.org/observations/100124432","Stephen Hui",NA,NA,"2021-10-30",2021,10,30,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S2S3 (2013)",NA,"Stephen Hui",NA,NA,NA,NA,NA,49.845,-123.07
"Rhododendron albiflorum","Hook.",126556,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Rhododendron",NA,"Rhododendron albiflorum",NA,"species","iNaturalist","Observations","9566149",NA,"https://www.inaturalist.org/observations/9566149","hillanddale",NA,NA,"2006-08-03",2006,8,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"hillanddale",NA,NA,NA,NA,NA,49.845,-123.07
"Veratrum viride var. eschscholzianum","Aiton",79484,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Melanthiaceae","Veratrum",NA,"Veratrum viride","eschscholzianum","varietas","iNaturalist","Observations","9566067",NA,"https://www.inaturalist.org/observations/9566067","hillanddale",NA,NA,"2006-08-03",2006,8,3,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",85,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"hillanddale",NA,NA,NA,NA,NA,49.845,-123.07
"Carex macrochaeta","C.A. Mey.",160007,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Cyperaceae","Carex",NA,"Carex macrochaeta",NA,"species","RBCM","V","V146392B",NA,"RBCM:Botany:V146392B","Ted Lea","T-79-30",NA,"1979-08-14",1979,8,14,"PRESERVED_SPECIMEN","Brohm Ridge: ski lift road",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"Adolf Ceska",NA,NA,NA,NA,NA,49.854,-123.06
"Micranthes lyallii","(Engl.) Small",357929,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales",NA,NA,"Saxifragaceae","Micranthes",NA,"Micranthes lyallii",NA,"species","UBC","UBCVascular","V44851",NA,"35CFDF63-2B96-9642-B8C1-7A5F35D003E5","John Davidson","s.n.",NA,"1941-01-01",1941,1,1,"PRESERVED_SPECIMEN","Garibaldi, Black Tusk Meadows",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2012)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,49.854,-123.06
"Monotropa uniflora","L.",49477,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Monotropa",NA,"Monotropa uniflora",NA,"species","UBC","UBCVascular","V148161",NA,"7CA5832A-41B0-0249-BBA1-7ADDE5A8738A","P.C. Martin","17",NA,"1974-10-21",1974,10,21,"PRESERVED_SPECIMEN","west of Mount Garibaldi, Brohm Ridge",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Gary D. Wallace",NA,NA,NA,NA,NA,49.854,-123.06
"Agrostis variabilis","Rydb.",75320,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Agrostis",NA,"Agrostis variabilis",NA,"species","RBCM","V","V011313Y",NA,"RBCM:Botany:V011313Y","John Eastham","11,313",NA,"1938-08-10",1938,8,10,"PRESERVED_SPECIMEN","Garibaldi, Mount: Black Tusk",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native",NA,NA,"Michael Harvey",NA,NA,NA,NA,NA,49.971,-123.05
"Agrostis variabilis","Rydb.",75320,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Agrostis",NA,"Agrostis variabilis",NA,"species","RBCM","V","V011312",NA,"RBCM:Botany:V011312","Agnes Chase","11,312",NA,"1938-08-12",1938,8,12,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native",NA,NA,"Michael Harvey",NA,NA,NA,NA,NA,49.971,-123.05
"Cassiope mertensiana ssp. mertensiana","(Bong.) D. Don",126554,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Cassiope",NA,"Cassiope mertensiana","mertensiana","subspecies","RBCM","V","V034171",NA,"RBCM:Botany:V034171","Adam Szczawinski","s.n.",NA,"1958-09-09",1958,9,9,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2019)",NA,"Gary Wallace",NA,NA,NA,NA,NA,49.971,-123.05
"Cassiope mertensiana ssp. mertensiana","(Bong.) D. Don",126554,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Cassiope",NA,"Cassiope mertensiana","mertensiana","subspecies","RBCM","V","V033921",NA,"RBCM:Botany:V033921","Adam Szczawinski","s.n.",NA,"1958-09-09",1958,9,9,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2019)",NA,"Gary Wallace",NA,NA,NA,NA,NA,49.971,-123.05
"Castilleja miniata var. miniata","Douglas ex Hook.",79691,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Castilleja",NA,"Castilleja miniata","miniata","varietas","RBCM","V","V008057",NA,"RBCM:Botany:V008057","George Hardy","s.n",NA,"1926-08-03",1926,8,3,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,"Mark Egger",NA,NA,NA,NA,NA,49.971,-123.05
"Castilleja miniata var. miniata","Douglas ex Hook.",79691,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Castilleja",NA,"Castilleja miniata","miniata","varietas","RBCM","V","V008156",NA,"RBCM:Botany:V008156","George Hardy","s.n.",NA,"1926-07-31",1926,7,31,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,"Mark Egger",NA,NA,NA,NA,NA,49.971,-123.05
"Castilleja parviflora var. albida","Bong.",154246,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Castilleja",NA,"Castilleja parviflora","albida","varietas","RBCM","V","V008055",NA,"RBCM:Botany:V008055","George Hardy","s.n.",NA,"1926-07-31",1926,7,31,"PRESERVED_SPECIMEN","Black Tusk, The: Ridge",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S3S4 (2016)",NA,"Mark Egger",NA,NA,NA,NA,NA,49.971,-123.05
"Castilleja parviflora var. parviflora","Bong.",154248,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Castilleja",NA,"Castilleja parviflora","parviflora","varietas","RBCM","V","V008056",NA,"RBCM:Botany:V008056","George Hardy","s.n.",NA,"1926-08-03",1926,8,3,"PRESERVED_SPECIMEN","Black Tusk, The: original label reads ""Black Tusk Ridge""",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5",NA,"Mark Egger",NA,NA,NA,NA,NA,49.971,-123.05
"Danthonia intermedia","Vasey",945362,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Danthonia",NA,"Danthonia intermedia",NA,"species","RBCM","V","V011263",NA,"RBCM:Botany:V011263","John Eastham",NA,NA,"1938-08-13",1938,8,13,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"John Eastham",NA,NA,NA,NA,NA,49.971,-123.05
"Elymus violaceus","Hornem.",555525,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Elymus",NA,"Elymus violaceus","latiglumis","species","RBCM","V","V011309",NA,"RBCM:Botany:V011309","John Eastham","s.n.",NA,"1938-08-12",1938,8,12,"PRESERVED_SPECIMEN","Black Tusk, The; Mt. Garibaldi: Black Tusk",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2020)",NA,"Mary Barkworth",NA,NA,NA,NA,NA,49.971,-123.05
"Elymus violaceus","Hornem.",555525,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Elymus",NA,"Elymus violaceus",NA,"species","CPNWH",NA,"2489432",NA,"f5ea9656-2a2b-445b-8d10-2fc0d15dbb61","John W. Eastham","V011309",NA,"1938-08-12",1938,8,12,"OCCURRENCE",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,NA,NA,NA,NA,NA,NA,49.971,-123.05
"Gaultheria humifusa","(Graham) Rydb.",77227,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria humifusa",NA,"species","RBCM","V","V033913",NA,"RBCM:Botany:V033913","Adam Szczawinski","s.n.",NA,"1958-09-04",1958,9,4,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S4 (2015)",NA,"Adam Szczawinski",NA,NA,NA,NA,NA,49.971,-123.05
"Gaultheria humifusa","(Graham) Rydb.",77227,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria humifusa",NA,"species","RBCM","V","V034167",NA,"RBCM:Botany:V034167","Adam Szczawinski","s.n.",NA,"1958-09-04",1958,9,4,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S4 (2015)",NA,"Debra Trock",NA,NA,NA,NA,NA,49.971,-123.05
"Micranthes lyallii","(Engl.) Small",357929,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales",NA,NA,"Saxifragaceae","Micranthes",NA,"Micranthes lyallii",NA,"species","UBC","UBCVascular","V125269",NA,"35259534-768A-3347-BF5F-F6E06C28C8B8","John Davidson","s.n.",NA,"1914-07-28",1914,7,28,"PRESERVED_SPECIMEN","Garibaldi Park, Black Tusk",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2012)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,49.971,-123.05
"Phlox diffusa ssp. longistylis","Benth.",78544,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Polymoniaceae","Phlox",NA,"Phlox diffusa","longistylis","subspecies","RBCM","V","V008082",NA,"RBCM:Botany:V008082","George Hardy","s.n.",NA,"1926-07-27",1926,7,27,"PRESERVED_SPECIMEN",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,NA,NA,NA,NA,NA,NA,49.971,-123.05
"Poa alpina","L.",167076,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Poa",NA,"Poa alpina",NA,"species","RBCM","V","V011262",NA,"RBCM:Botany:V011262","John Eastham","11262",NA,"1938-08-09",1938,8,9,"PRESERVED_SPECIMEN","Garibaldi: Black Tusk",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"R. Soreng",NA,NA,NA,NA,NA,49.971,-123.05
"Poa alpina","L.",167076,"Plantae","Tracheophyta","Liliopsida","Poales",NA,NA,"Poaceae","Poa",NA,"Poa alpina",NA,"species","RBCM","V","V008012",NA,"RBCM:Botany:V008012","George Hardy","8012",NA,"1926-07-31",1926,7,31,"PRESERVED_SPECIMEN","Garibaldi: Black Tusk Ridge",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"R. Soreng",NA,NA,NA,NA,NA,49.971,-123.05
"Saxifraga cespitosa","L.",78985,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales",NA,NA,"Saxifragaceae","Saxifraga",NA,"Saxifraga cespitosa","monticola","species","UBC","UBCVascular","V31047",NA,"DE188DD7-FF6E-F844-B752-BDCF26CD5581","John W. Eastham","s.n.",NA,"1938-08-12",1938,8,12,"PRESERVED_SPECIMEN","Garibaldi, Black Tusk",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,49.971,-123.05
"Tonestus lyallii","(A. Gray) A. Nelson",79371,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Tonestus",NA,"Tonestus lyallii",NA,"species","RBCM","V","V008086",NA,"RBCM:Botany:V008086","George Hardy","s.n.",NA,"1926-07-31",1926,7,31,"PRESERVED_SPECIMEN","Black Tusk, The: original label reads: ""Black Tusk Ridge""",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,"Caleb Morse",NA,NA,NA,NA,NA,49.971,-123.05
"Tonestus lyallii","(A. Gray) A. Nelson",79371,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Tonestus",NA,"Tonestus lyallii",NA,"species","RBCM","V","V008312",NA,"RBCM:Botany:V008312","J. Bennett","s.n.",NA,"1927-08-01",1927,8,1,"PRESERVED_SPECIMEN","Black Tusk, The: original label reads: ""Black Tusk Ridge""",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,"Caleb Morse",NA,NA,NA,NA,NA,49.971,-123.05
"Tonestus lyallii","(A. Gray) A. Nelson",79371,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Tonestus",NA,"Tonestus lyallii",NA,"species","RBCM","V","V008330",NA,"RBCM:Botany:V008330","George Hardy","s.n.",NA,"1926-07-31",1926,7,31,"PRESERVED_SPECIMEN","Black Tusk, The: original label reads: Black Tusk Ridge; Mount Garibaldi""",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2000)",NA,"Kendrick Marr",NA,NA,NA,NA,NA,49.971,-123.05
"Cassiope mertensiana ssp. mertensiana","(Bong.) D. Don",126554,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Cassiope",NA,"Cassiope mertensiana","mertensiana","subspecies","iNaturalist","Observations","67777310",NA,"https://www.inaturalist.org/observations/67777310","savitao",NA,NA,"2020-07-09",2020,7,9,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",143,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"savitao",NA,NA,NA,NA,NA,49.962,-123.05
"Castilleja miniata var. miniata","Douglas ex Hook.",79691,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Castilleja",NA,"Castilleja miniata","miniata","varietas","iNaturalist","Observations","132156718",NA,"https://www.inaturalist.org/observations/132156718","savannahrouse",NA,NA,"2022-08-23",2022,8,23,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",16,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Mark Egger",NA,NA,NA,NA,NA,49.962,-123.05
"Castilleja miniata var. miniata","Douglas ex Hook.",79691,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Orobanchaceae","Castilleja",NA,"Castilleja miniata","miniata","varietas","iNaturalist","Observations","132107575",NA,"https://www.inaturalist.org/observations/132107575","kristinop",NA,NA,"2022-08-22",2022,8,22,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"kristinop",NA,NA,NA,NA,NA,49.962,-123.05
