"id","parentId","iNaturalistTaxonName","rank","iNaturalistTaxonImage","taxonName","Food Value","Medicinal Value","Spiritual Value","Material Value","Trade Value","Indicator Value","Hulquminum Name","Hulquminum Authority","Audio Link","commonName"
71116,71117,"Microcladia coulteri","species","https://inaturalist-open-data.s3.amazonaws.com/photos/10326850/medium.jpg","Microcladia coulteri",,,,,,,"","","","Delicate Sea Lace"
71117,68613,"Microcladia","genus","https://static.inaturalist.org/photos/1038437/medium.jpg","",,,,,,,,,,""
71118,71120,"Mazzaella splendens","species","https://inaturalist-open-data.s3.amazonaws.com/photos/85617/medium.jpg","Mazzaella splendens",,,,,,,"","","","splendid iridescent seaweed"
71119,67673,"Gigartinaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/85617/medium.jpg","",,,,,,,,,,""
71120,71119,"Mazzaella","genus","https://static.inaturalist.org/photos/8726922/medium.jpeg","",,,,,,,,,,"Iridescent Algae"
71146,51876,"Trifolium wormskioldii","species","https://static.inaturalist.org/photos/208025692/medium.jpeg","Trifolium wormskioldii",,,,,,,"","","","springbank clover"
71252,71253,"Macoma","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/181738000/medium.jpg","",,,,,,,"","","","macoma"
71253,488959,"Tellinidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/29595866/medium.jpg","",,,,,,,,,,"Tellins and Allies"
71261,3,"Accipitriformes","order","https://inaturalist-open-data.s3.amazonaws.com/photos/9972001/medium.jpg","",,,,,,,,,,"Hawks, Eagles, Kites, and Allies"
71268,3,"Suliformes","order","https://inaturalist-open-data.s3.amazonaws.com/photos/228678048/medium.jpg","",,,,,,,,,,"Gannets, Cormorants, and Allies"
71272,47124,"Aquifoliales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/236523238/medium.jpeg","",,,,,,,,,,"hollies and allies"
71275,47124,"Brassicales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/128540743/medium.jpg","",,,,,,,,,,"mustards, capers, and allies"
71289,47124,"Saxifragales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/1539441/medium.jpg","",,,,,,,,,,"saxifrages, stonecrops, and allies"
71295,67561,"Alcidae","family","https://static.inaturalist.org/photos/151712/medium.jpg","",,,,,,,,,,"Auks, Murres, Guillemots, and Puffins"
71305,7251,"Cardinalidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/5808550/medium.jpg","",,,,,,,,,,"Cardinals and Allies"
71306,559244,"Cathartidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/19161979/medium.jpg","",,,,,,,,,,"New World Vultures"
71325,67561,"Haematopodidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/28810499/medium.jpg","",,,,,,,,,,"Oystercatchers"
71349,7251,"Parulidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/6534514/medium.jpg","",,,,,,,,,,"New World Warblers"
71412,51820,"Hypericaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/23343255/medium.jpg","",,,,,,,,,,"St. John's wort family"
71417,47366,"Montiaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/853/medium.jpg","",,,,,,,,,,"Pussypaw Family"
71943,49289,"Achlys","genus","https://static.inaturalist.org/photos/121126/medium.JPG","",,,,,,,,,,""
71973,47434,"Anthoxanthum","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/168398572/medium.jpeg","",,,,,,,,,,"sweetgrasses"
71992,64662,"Asplenium","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/93830925/medium.jpeg","",,,,,,,,,,"Spleenworts"
72206,47322,"Kopsiopsis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/109829/medium.jpg","",,,,,,,,,,"Groundcones"
72236,48386,"Micranthes","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/14510/medium.jpg","",,,,,,,,,,"Early saxifrages"
72396,47204,"Thlaspi","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/114726/medium.jpg","",,,,,,,,,,"penny cresses"
72416,47204,"Turritis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/290604/medium.jpg","",,,,,,,,,,"tower mustards"
72458,3977,"Actitis macularius","species","https://inaturalist-open-data.s3.amazonaws.com/photos/46532647/medium.jpg","Actitis macularius",,,,,,,"","","","Spotted Sandpiper"
72797,1240,"Dendragapus fuliginosus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/210776245/medium.jpg","Dendragapus fuliginosus",1,1,1,1,1,1,"miit'","(Thom, 2011)","","Sooty Grouse"
75263,71943,"Achlys triphylla","species","https://static.inaturalist.org/photos/3816738/medium.jpg","Achlys triphylla",,,,,,,"","","","vanilla leaf"
75475,71973,"Anthoxanthum odoratum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/20694647/medium.jpg","Anthoxanthum odoratum",,,,,,,"","","","sweet vernal grass"
75505,47179,"Arctostaphylos columbiana","species","https://inaturalist-open-data.s3.amazonaws.com/photos/814361/medium.jpg","Arctostaphylos columbiana",,,,,,,"","","","Columbia manzanita"
75609,71992,"Asplenium trichomanes","species","https://static.inaturalist.org/photos/211232317/medium.jpeg","Asplenium trichomanes",,,,,,,"","","","maidenhair spleenwort"
75756,58728,"Berberis nervosa","species","https://inaturalist-open-data.s3.amazonaws.com/photos/44971943/medium.jpg","Berberis nervosa",1,1,1,0,0,0,"suniiulhp / lulutth'sulhp","(Thom, 2011)","","Cascade Oregon-grape"
75912,52701,"Bromus sitchensis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/1708013/medium.jpg","Bromus sitchensis",,,,,,,"","","","sitka brome"
75915,52701,"Bromus vulgaris","species","https://inaturalist-open-data.s3.amazonaws.com/photos/18513503/medium.jpeg","Bromus vulgaris",,,,,,,"","","","columbia brome"
76002,49652,"Cardamine nuttallii","species","https://inaturalist-open-data.s3.amazonaws.com/photos/1876981/medium.jpg","Cardamine nuttallii",,,,,,,"","","","Nuttall's toothwort"
76003,49652,"Cardamine occidentalis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/192453142/medium.jpg","Cardamine occidentalis",,,,,,,"","","","Western Bittercress"
76148,49340,"Castilleja miniata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/62118988/medium.jpeg","Castilleja miniata",,,,,,,"","","","giant red Indian paintbrush"
76342,47933,"Circaea alpina","species","https://inaturalist-open-data.s3.amazonaws.com/photos/19453352/medium.jpeg","Circaea alpina",,,,,,,"","","","Alpine Enchanter's-nightshade"
76409,47324,"Collinsia grandiflora","species","https://static.inaturalist.org/photos/19082966/medium.jpeg","Collinsia grandiflora",,,,,,,"","","","Giant Blue-eyed Mary"
76604,57166,"Danthonia intermedia","species","https://inaturalist-open-data.s3.amazonaws.com/photos/61035803/medium.jpeg","Danthonia intermedia",,,,,,,"","","","Vasey's Oatgrass"
76782,57022,"Eleocharis palustris","species","https://inaturalist-open-data.s3.amazonaws.com/photos/35116249/medium.jpeg","Eleocharis palustris",,,,,,,"","","","Common Spike-rush"
77266,55751,"Geum macrophyllum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/17098116/medium.jpeg","Geum macrophyllum",,,,,,,"","","","Large-leaved Avens"
77553,52643,"Juncus bolanderi","species","https://inaturalist-open-data.s3.amazonaws.com/photos/3953065/medium.JPG","Juncus bolanderi",,,,,,,"","","","bolander's rush"
77611,72206,"Kopsiopsis hookeri","species","https://inaturalist-open-data.s3.amazonaws.com/photos/814356/medium.jpg","Kopsiopsis hookeri",,,,,,,"","","","small ground-cone"
77638,50321,"Lathyrus japonicus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/354009189/medium.jpeg","Lathyrus japonicus",,,,,,,"","","","seaside pea"
77640,50321,"Lathyrus nevadensis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/12840970/medium.jpg","Lathyrus nevadensis",,,,,,,"","","","Sierra Nevada Peavine"
77655,54519,"Lemna trisulca","species","https://inaturalist-open-data.s3.amazonaws.com/photos/7955723/medium.jpeg","Lemna trisulca",,,,,,,"","","","Ivy-leaved Duckweed"
77744,48928,"Lilium columbianum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/45444/medium.jpg","Lilium columbianum",1,0,1,1,1,0,"sxamelexwthelh","(Thom, 2011)","","Columbia lily"
77780,63137,"Linnaea borealis","species","https://static.inaturalist.org/photos/297803408/medium.jpg","Linnaea borealis",,,,,,,"","","","Twinflower"
77832,51874,"Lonicera ciliosa","species","https://static.inaturalist.org/photos/18945520/medium.jpg","Lonicera ciliosa",1,1,1,1,1,0,"qit'a'uylhp","(Thom, 2011)","","orange honeysuckle"
77952,55978,"Malva neglecta","species","https://inaturalist-open-data.s3.amazonaws.com/photos/83395271/medium.jpg","Malva neglecta",,,,,,,"","","","dwarf mallow"
78027,72236,"Micranthes integrifolia","species","https://inaturalist-open-data.s3.amazonaws.com/photos/18934/medium.jpg","Micranthes integrifolia",,,,,,,"","","","Wholeleaf Saxifrage"
78123,48790,"Montia parvifolia","species","https://inaturalist-open-data.s3.amazonaws.com/photos/3344998/medium.jpg","Montia parvifolia",,,,,,,"","","","Small-leaved Blinks"
78150,49131,"Myosotis laxa","species","https://inaturalist-open-data.s3.amazonaws.com/photos/138207566/medium.jpeg","Myosotis laxa",,,,,,,"","","","bay forget-me-not"
78174,54332,"Nasturtium officinale","species","https://inaturalist-open-data.s3.amazonaws.com/photos/203236672/medium.jpeg","Nasturtium officinale",,,,,,,"","","","watercress"
78234,57849,"Nuphar polysepala","species","https://inaturalist-open-data.s3.amazonaws.com/photos/42352635/medium.jpeg","Nuphar polysepala",,,,,,,"qw’əә́ m’əәtx","(Turner, 2014)","","western yellow pond-lily"
78705,59110,"Potamogeton amplifolius","species","https://inaturalist-open-data.s3.amazonaws.com/photos/10299704/medium.jpg","Potamogeton amplifolius",,,,,,,"","","","Broad-leaved Pondweed"
78852,47130,"Ribes bracteosum","species","https://static.inaturalist.org/photos/147974395/medium.jpeg","Ribes bracteosum",1,0,0,0,0,0,"sp'eetth'","(Thom, 2011)","https://drive.google.com/file/d/1FObhdMHfr-jhPOxsnXMNdfuUXy9-Brbm/view?usp=sharing","Stink Currant"
78858,47130,"Ribes lacustre","species","https://static.inaturalist.org/photos/200056455/medium.jpg","Ribes lacustre",1,1,1,0,0,0,"t'emhw","(Thom, 2011)","","swamp currant"
78883,53438,"Rosa nutkana","species","https://inaturalist-open-data.s3.amazonaws.com/photos/26171318/medium.jpg","Rosa nutkana",1,1,1,0,0,0,"qel'qulhp","(Thom, 2011)","https://drive.google.com/file/d/1qqPSUO7_CPlxlT48Z3vFfzPxOzwjPz3C/view?usp=sharing","Nootka rose"
78891,47544,"Rubus laciniatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/223841507/medium.jpg","Rubus laciniatus",,,,,,,"","","","Cutleaf Blackberry"
78930,52617,"Salicornia depressa","species","https://inaturalist-open-data.s3.amazonaws.com/photos/23010186/medium.jpg","Salicornia depressa",,,,,,,"","","","Virginia Glasswort"
78941,53453,"Salix hookeriana","species","https://inaturalist-open-data.s3.amazonaws.com/photos/131374502/medium.jpg","Salix hookeriana",,,,,,,"","","","coastal willow"
79025,55735,"Sedum album","species","https://inaturalist-open-data.s3.amazonaws.com/photos/79186913/medium.jpg","Sedum album",,,,,,,"","","","white stonecrop"
79142,50641,"Solanum physalifolium","species","https://inaturalist-open-data.s3.amazonaws.com/photos/179858170/medium.jpeg","Solanum physalifolium",,,,,,,"","","","Ground-cherry Nightshade"
79201,49389,"Stellaria crispa","species","https://inaturalist-open-data.s3.amazonaws.com/photos/148626165/medium.jpeg","Stellaria crispa",,,,,,,"","","","Crisp Starwort"
79358,72396,"Thlaspi arvense","species","https://inaturalist-open-data.s3.amazonaws.com/photos/114726/medium.jpg","Thlaspi arvense",,,,,,,"","","","field penny-cress"
79460,72416,"Turritis glabra","species","https://static.inaturalist.org/photos/132582693/medium.jpeg","Turritis glabra",,,,,,,"","","","Tower Mustard"
79558,52616,"Zostera japonica","species","https://inaturalist-open-data.s3.amazonaws.com/photos/47312791/medium.jpeg","Zostera japonica",,,,,,,"","","","Japanese Eelgrass"
79659,62219,"Camassia leichtlinii suksdorfii","subspecies","https://inaturalist-open-data.s3.amazonaws.com/photos/2862271/medium.JPG","Camassia leichtlinii suksdorfii",,,,,,,"","","","Suksdorf's Large Camas"
79961,52643,"Juncus effusus effusus","subspecies","https://inaturalist-open-data.s3.amazonaws.com/photos/31174426/medium.jpeg","Juncus effusus effusus",,,,,,,"","","","common rush"
80219,53270,"Sonchus arvensis arvensis","subspecies","https://inaturalist-open-data.s3.amazonaws.com/photos/5851127/medium.jpg","Sonchus arvensis arvensis",,,,,,,"","","","glandular field sowthistle"
80360,49230,"Amelanchier alnifolia semiintegrifolia","variety","https://inaturalist-open-data.s3.amazonaws.com/photos/2863176/medium.JPG","Amelanchier alnifolia semiintegrifolia",,,,,,,"","","","Pacific saskatoon"
80614,49445,"Corallorhiza maculata maculata","variety","https://inaturalist-open-data.s3.amazonaws.com/photos/26134532/medium.jpeg","Corallorhiza maculata maculata",,,,,,,"","","","Eastern spotted coralroot"
80884,53396,"Eriophyllum lanatum integrifolium","variety","https://inaturalist-open-data.s3.amazonaws.com/photos/9374636/medium.jpg","Eriophyllum lanatum integrifolium",,,,,,,"","","","Oregon sunshine"
81287,52765,"Prunella vulgaris vulgaris","subspecies","https://inaturalist-open-data.s3.amazonaws.com/photos/926573/medium.jpg","Prunella vulgaris vulgaris",,,,,,,"","","",""
81570,47744,"Belostomatidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/2379636/medium.jpg","",,,,,,,,,,"Giant Water Bugs"
81571,81570,"Lethocerus","genus","https://static.inaturalist.org/photos/29208798/medium.jpg","",,,,,,,,,,""
81572,81571,"Lethocerus americanus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/40396063/medium.jpg","Lethocerus americanus",,,,,,,"","","","American Giant Water Bug"
81610,49129,"Balanus glandula","species","https://inaturalist-open-data.s3.amazonaws.com/photos/750710/medium.JPG","Balanus glandula",,,,,,,"","","","common acorn barnacles"
81616,47809,"Styela","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/17438989/medium.jpeg","",,,,,,,,,,"Lumpy Sea Mats"
81618,347984,"Ascidiidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/613131/medium.jpg","",,,,,,,,,,""
81619,81618,"Ascidia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/350175/medium.jpg","",,,,,,,,,,""
81622,47584,"Myida","order","https://inaturalist-open-data.s3.amazonaws.com/photos/17680282/medium.jpeg","",,,,,,,,,,""
81635,81622,"Myidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/159280494/medium.jpg","",,,,,,,,,,"Softshell Clams"
81636,81635,"Mya","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/6224941/medium.jpg","",,,,,,,,,,""
81638,152933,"Bugulidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/145531/medium.jpg","",,,,,,,,,,"Dentate Moss Animals"
81681,81682,"Campaea perlata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/79447/medium.jpg","Campaea perlata",,,,,,,"","","","Pale Beauty"
81682,49530,"Campaea","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/79446/medium.jpg","",,,,,,,,,,""
81687,81688,"Noctua pronuba","species","https://inaturalist-open-data.s3.amazonaws.com/photos/162042927/medium.jpg","Noctua pronuba",,,,,,,"","","","Large Yellow Underwing"
81688,48670,"Noctua","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4066057/medium.jpg","",,,,,,,,,,"Yellow Underwings"
81693,49530,"Xanthorhoe","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2523371/medium.jpg","",,,,,,,,,,""
81776,68097,"Botrylloides violaceus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/2495029/medium.JPG","Botrylloides violaceus",,,,,,,"","","","Chain Tunicate"
81783,81785,"Diadumene lineata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/162510068/medium.jpeg","Diadumene lineata",,,,,,,"","","","Striped Green Sea Anemone"
81784,47797,"Diadumenidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/403475/medium.jpg","",,,,,,,,,,""
81785,81784,"Diadumene","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/50406537/medium.jpeg","",,,,,,,,,,""
81790,81791,"Nereis vexillosa","species","https://static.inaturalist.org/photos/14786956/medium.jpg","Nereis vexillosa",,,,,,,"","","","Pile Worm"
81791,49581,"Nereis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/79379/medium.jpg","",,,,,,,,,,""
81948,48445,"Bovista","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/32153416/medium.jpg","",,,,,,,,,,"True Puffballs"
82080,146918,"Chalcophora angulicollis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/903415/medium.jpg","Chalcophora angulicollis",,,,,,,"","","","Western Sculptured Pine Borer"
82167,47208,"Ptinidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/668383/medium.jpg","",,,,,,,,,,"Deathwatch, Spider, and Wood-borer Beetles"
82328,61356,"Vespula consobrina","species","https://inaturalist-open-data.s3.amazonaws.com/photos/82315209/medium.jpg","Vespula consobrina",,,,,,,"","","","Blackjacket"
83187,47158,"Psocodea","order","https://static.inaturalist.org/photos/29087296/medium.jpg","",,,,,,,,,,"Barklice, Booklice, and Parasitic Lice"
83303,47114,"Cerithiidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/195225855/medium.jpg","",,,,,,,,,,"Cerith Snails"
83737,492000,"Tremellomycetes","class","https://inaturalist-open-data.s3.amazonaws.com/photos/7636774/medium.jpg","",,,,,,,,,,""
83740,47119,"Trombidiformes","order","https://inaturalist-open-data.s3.amazonaws.com/photos/61763086/medium.jpg","",,,,,,,,,,"Trombidiform Mites"
83842,121850,"Catocala","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/32389465/medium.jpeg","",,,,,,,,,,"Underwing Moths"
83938,48367,"Penstemon ovatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/13567775/medium.jpg","Penstemon ovatus",,,,,,,"","","","Broadleaf Beardtongue"
84182,60453,"Hydrolagus colliei","species","https://inaturalist-open-data.s3.amazonaws.com/photos/84585532/medium.jpg","Hydrolagus colliei",,,,,,,"","","","Spotted Ratfish"
84265,84266,"Evasterias troschelii","species","https://inaturalist-open-data.s3.amazonaws.com/photos/131966574/medium.jpeg","Evasterias troschelii",,,,,,,"","","","mottled star"
84266,47671,"Evasterias","genus","https://static.inaturalist.org/photos/23535061/medium.jpg","",,,,,,,,,,""
84267,84269,"Oregonia gracilis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/244901846/medium.jpg","Oregonia gracilis",,,,,,,"","","","graceful decorator crab"
84268,47186,"Oregoniidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/48871/medium.jpg","",,,,,,,,,,""
84269,84268,"Oregonia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/163957059/medium.jpeg","",,,,,,,,,,""
84369,47818,"Libellula forensis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/151853410/medium.jpg","Libellula forensis",,,,,,,"","","","Eight-spotted Skimmer"
84497,54525,"Chlamys","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/44042/medium.jpg","",,,,,,,"","","","pink scallop"
84792,67692,"Lophocampa argentata","species","https://static.inaturalist.org/photos/44069322/medium.jpg","Lophocampa argentata",,,,,,,"","","","Silver-spotted Tiger Moth"
84864,84865,"Eudistylia vancouveri","species","https://static.inaturalist.org/photos/12387857/medium.jpg","Eudistylia vancouveri",,,,,,,"","","","Vancouver feather-duster"
84865,49282,"Eudistylia","genus","https://static.inaturalist.org/photos/12387857/medium.jpg","",,,,,,,,,,""
85421,68068,"Rhizomnium glabrescens","species","https://inaturalist-open-data.s3.amazonaws.com/photos/64673636/medium.jpg","Rhizomnium glabrescens",,,,,,,"","","","fan moss"
85493,47120,"Crustacea","subphylum","https://inaturalist-open-data.s3.amazonaws.com/photos/110062992/medium.jpeg","",,,,,,,,,,"Crustaceans"
85508,47548,"Camarodonta","order","https://inaturalist-open-data.s3.amazonaws.com/photos/220259/medium.jpg","",,,,,,,,,,""
85516,47490,"Eunicida","order","https://inaturalist-open-data.s3.amazonaws.com/photos/85618067/medium.jpg","",,,,,,,,,,""
85525,47114,"Littorinimorpha","order","https://inaturalist-open-data.s3.amazonaws.com/photos/67984066/medium.jpeg","",,,,,,,,,,""
85563,47233,"Agonidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/222130944/medium.jpg","",,,,,,,,,,"Poachers"
85574,47233,"Ammodytidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/21237577/medium.jpeg","",,,,,,,,,,"Sand Lances"
85617,47233,"Aulorhynchidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/114002124/medium.jpeg","",,,,,,,,,,"Tubesnouts"
85629,47233,"Bathymasteridae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/2924993/medium.JPG","",,,,,,,,,,"Ronquils"
86030,47233,"Psychrolutidae","family","https://static.inaturalist.org/photos/33445286/medium.jpeg","",,,,,,,,,,"Fathead Sculpins"
86396,85574,"Ammodytes","genus","https://static.inaturalist.org/photos/9255535/medium.jpeg","",,,,,,,,,,""
86650,86030,"Artedius","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/1482257/medium.jpg","",,,,,,,,,,""
86760,85617,"Aulorhynchus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/17620991/medium.jpg","",,,,,,,,,,""
87062,63687,"Brachyistius","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/21616627/medium.jpg","",,,,,,,,,,""
87428,61378,"Chirolophis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/144795215/medium.jpeg","",,,,,,,,,,""
87522,47308,"Clevelandia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/28305374/medium.jpg","",,,,,,,,,,""
87792,63687,"Cymatogaster","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/140531/medium.jpg","",,,,,,,,,,""
88143,63687,"Embiotoca","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/180653/medium.JPG","",,,,,,,,,,""
88175,86030,"Enophrys","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/249401/medium.jpg","",,,,,,,,,,"Stone Sculpins"
88813,85563,"Hemilepidotus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/189575722/medium.jpeg","",,,,,,,,,,"Irish Lords"
89191,1363726,"Jordania","genus","https://static.inaturalist.org/photos/111534737/medium.jpeg","",,,,,,,,,,""
89411,47525,"Lepidopsetta","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/1523138/medium.jpg","",,,,,,,,,,"Rock Soles"
89645,1303621,"Lumpenus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/316226/medium.jpg","",,,,,,,,,,""
90151,85563,"Nautichthys","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2165677/medium.jpg","",,,,,,,,,,""
90412,85563,"Odontopyxis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2670613/medium.jpeg","",,,,,,,,,,""
90985,63687,"Phanerodon","genus","https://static.inaturalist.org/photos/50676053/medium.jpeg","",,,,,,,,,,""
91175,47525,"Pleuronichthys","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2670780/medium.jpeg","",,,,,,,,,,""
91537,86030,"Psychrolutes","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/785343/medium.jpg","",,,,,,,,,,""
91720,47308,"Rhinogobiops","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/27066496/medium.jpeg","",,,,,,,,,,""
91809,85629,"Ronquilus","genus","https://static.inaturalist.org/photos/13413542/medium.jpeg","",,,,,,,,,,""
92631,86030,"Triglops","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/6957277/medium.jpg","",,,,,,,,,,""
98855,87792,"Cymatogaster aggregata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/92744713/medium.jpg","Cymatogaster aggregata",,,,,,,"","","","shiner perch"
103497,52054,"Ischnura perparva","species","https://static.inaturalist.org/photos/85809603/medium.jpg","Ischnura perparva",,,,,,,"","","","Western Forktail"
113521,51556,"Sympetrum pallipes","species","https://inaturalist-open-data.s3.amazonaws.com/photos/158749370/medium.jpg","Sympetrum pallipes",,,,,,,"","","","Striped Meadowhawk"
116364,47357,"Allium cernuum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/120632/medium.jpg","Allium cernuum",,,,,,,"","","","nodding onion"
116660,48923,"Euspira","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/48513/medium.jpg","",,,,,,,,,,""
116684,50766,"Ceratostoma","genus","https://static.inaturalist.org/photos/741772/medium.jpg","",,,,,,,,,,"Hornmouths"
116687,116684,"Ceratostoma foliatum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/6377388/medium.jpeg","Ceratostoma foliatum",,,,,,,"","","","leafy hornmouth"
116695,47378,"Trametes hirsuta","species","https://inaturalist-open-data.s3.amazonaws.com/photos/113603380/medium.jpeg","Trametes hirsuta",,,,,,,"","","","Hairy Bracket"
116719,47828,"Metacarcinus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/19062/medium.jpg","",,,,,,,,,,""
116721,116719,"Metacarcinus gracilis","species","https://static.inaturalist.org/photos/7129596/medium.jpg","Metacarcinus gracilis",,,,,,,"","","","graceful crab"
117100,19660,"Regulus satrapa","species","https://inaturalist-open-data.s3.amazonaws.com/photos/28435288/medium.jpg","Regulus satrapa",,,,,,,"","","","Golden-crowned Kinglet"
117292,49501,"Goniasteridae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/49489/medium.jpg","",,,,,,,,,,"Biscuit Stars"
117423,54743,"Pertusariales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/101623/medium.jpg","",,,,,,,,,,"wart lichens, water lichens, and allies"
117527,86650,"Artedius fenestralis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/101622928/medium.jpeg","Artedius fenestralis",,,,,,,"","","","padded sculpin"
117528,86650,"Artedius harringtoni","species","https://inaturalist-open-data.s3.amazonaws.com/photos/336755560/medium.jpg","Artedius harringtoni",,,,,,,"","","","scalyhead sculpin"
117536,88175,"Enophrys bison","species","https://inaturalist-open-data.s3.amazonaws.com/photos/127281997/medium.jpeg","Enophrys bison",,,,,,,"","","","buffalo sculpin"
117541,47762,"Sebastes auriculatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/110585605/medium.jpg","Sebastes auriculatus",,,,,,,"","","","brown rockfish"
117542,48416,"Citharichthys stigmaeus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/77103838/medium.jpg","Citharichthys stigmaeus",,,,,,,"","","","speckled sanddab"
117553,87062,"Brachyistius frenatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/323745342/medium.jpg","Brachyistius frenatus",,,,,,,"","","","kelp perch"
117555,88143,"Embiotoca lateralis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/114604286/medium.jpg","Embiotoca lateralis",1,1,0,0,1,0,"wiitsi'","(Thom, 2011)","","striped seaperch"
117564,87522,"Clevelandia ios","species","https://inaturalist-open-data.s3.amazonaws.com/photos/168441961/medium.jpg","Clevelandia ios",,,,,,,"","","","Arrow Goby"
117568,86760,"Aulorhynchus flavidus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/56687893/medium.jpg","Aulorhynchus flavidus",,,,,,,"","","","tubesnout"
117570,54539,"Syngnathus californiensis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/94260238/medium.jpg","Syngnathus californiensis",,,,,,,"","","","kelp pipefish"
