"iNaturalist taxon name","iNaturalist taxon ID","Taxon name","nameStatus","Common name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date observed","Description","Place name","Recorded by","Event Remarks","coordinateUncertaintyInMeters","Individual count","Depth","Catalog Number","Confidence","Field number","Coordinates Corrected","Coordinates Corrected Note","Captive/Cultivated","Quality grade","STATE","CLASS","SUB_CLASS","COMMENT","Community","LABEL","LABEL_LAB","LEGEND_LAB","Rank"
"Agaricomycetes",50814,"Agaricomycetes","accepted","mushrooms, bracket fungi, puffballs, and allies","Fungi","Basidiomycota","Agaricomycotina",,"Agaricomycetes",,,,,,,,,,,,"iNat:25548673",48.950261,-123.515596,2019-05-22 00:59:02,,,,,264,,,,,,,,FALSE,"needs_id","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","class"
"Porodaedalea",118086,"Porodaedalea","accepted",,"Fungi","Basidiomycota","Agaricomycotina",,"Agaricomycetes",,,"Hymenochaetales",,,,"Hymenochaetaceae",,,"Porodaedalea",,"iNat:25548758",48.951285,-123.516714,2019-05-22 00:59:56,,,,,234,,,,,,,,FALSE,"needs_id","Modified","PS","co","date est. 1966","Forests","Coniferous pole sapling",,"Pole Sapling","genus"
"Pezizales",48717,"Pezizales","accepted",,"Fungi","Ascomycota","Pezizomycotina",,"Pezizomycetes",,,"Pezizales",,,,,,,,,"iNat:25985468",48.950259,-123.51344,2019-05-28 00:41:09,,,,,145,,,,,,,,FALSE,"needs_id","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","order"
"Adenocaulon bicolor",56854,"Adenocaulon bicolor","accepted","American trailplant","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Mutisioideae","Mutisieae","Adenocaulon","bicolor","iNat:26161299",48.950634,-123.515606,2019-05-24 01:17:50,,,,,112,,,,,,,,FALSE,"research","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","species"
"Mycelis muralis",48543,"Mycelis muralis","accepted","Wall Lettuce","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Cichorioideae","Cichorieae","Mycelis","muralis","iNat:26371411",48.950902,-123.516232,2019-05-24 01:17:24,,,,,188,,,,,,,,FALSE,"research","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","species"
"Nemophila parviflora",57353,"Nemophila parviflora","accepted","small-flowered nemophila","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Boraginales",,,,"Boraginaceae","Hydrophylloideae",,"Nemophila","parviflora","iNat:26374161",48.951016,-123.516074,2019-06-04 00:35:47,,,,,98,,,,,,,,FALSE,"research","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","species"
"Polyporaceae",47379,"Polyporaceae","accepted","bracket fungi","Fungi","Basidiomycota","Agaricomycotina",,"Agaricomycetes",,,"Polyporales",,,,"Polyporaceae",,,,,"iNat:26425691",48.950402,-123.513589,2019-06-05 00:59:12,,,,,180,,,,,,,,FALSE,"needs_id","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","family"
"Osmorhiza berteroi",53166,"Osmorhiza berteroi","accepted","mountain sweet cicely","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Apiales",,,,"Apiaceae","Apioideae","Scandiceae","Osmorhiza","berteroi","iNat:28440195",48.950298,-123.51366,2019-07-07 21:48:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","species"
"Rumex conglomeratus",57215,"Rumex conglomeratus","accepted","Clustered Dock","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Polygonaceae","Polygonoideae","Rumiceae","Rumex","conglomeratus","iNat:28440197",48.951029,-123.515925,2019-07-07 21:53:00,,,"Andrew Simon",,129,,,,,,,,FALSE,"needs_id","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","species"
"Prunus emarginata",63905,"Prunus emarginata","accepted","Bitter cherry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Amygdaleae","Prunus","emarginata","iNat:28440257",48.94336,-123.50343,2019-07-07 23:51:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Hypomyces lactifluorum",48215,"Hypomyces lactifluorum","accepted","lobster mushroom","Fungi","Ascomycota","Pezizomycotina",,"Sordariomycetes","Hypocreomycetidae",,"Hypocreales",,,,"Hypocreaceae",,,"Hypomyces","lactifluorum","iNat:30667606",48.950348,-123.510122,2019-08-11 22:08:44,,,"Caitlin Robinson",,2239,,,,,,,,FALSE,"research","Modified","RH","st","variable retention logging (real estate)","Forests","Clearcut, variable retention",,"Clearcut","species"
"Heuchera micrantha",51274,"Heuchera micrantha","accepted","crevice alumroot","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Saxifragaceae",,"Heuchereae","Heuchera","micrantha","iNat:30667647",48.950537,-123.500757,2019-08-11 21:37:38,,,"Caitlin Robinson",,453,,,,,,,,FALSE,"research","Modified","PS","co","transition to PS from shrub/seedling, broom prolif","Forests","Coniferous pole sapling",,"Pole Sapling","species"
"Buprestis aurulenta",215596,"Buprestis aurulenta","accepted","Golden Buprestid Beetle","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Buprestinae","Buprestini","Buprestis","aurulenta","iNat:31136011",48.9422,-123.501122,2019-08-19 19:41:50,,,,,1883,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Agaricineae",785517,"Agaricineae","accepted",,"Fungi","Basidiomycota","Agaricomycotina",,"Agaricomycetes","Agaricomycetidae",,"Agaricales","Agaricineae",,,,,,,,"iNat:31971102",48.94921,-123.492866,2019-09-01 20:48:56,,,"Caitlin Robinson",,467,,,,,,,,FALSE,"needs_id","Modified","PS","co","est. 1978  ground truthed","Forests","Coniferous pole sapling",,"Pole Sapling","suborder"
"Berberis aquifolium",126887,"Berberis aquifolium","accepted","Oregon grape","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:39973096",48.939289,-123.50098,2020-03-09 00:32:21,,,"Audrey Irvine-Broque",,323,,,,,,,,FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Setophaga coronata",145245,"Setophaga coronata","accepted","Yellow-rumped Warbler","Animalia","Chordata","Vertebrata",,"Aves",,,"Passeriformes",,,,"Parulidae",,,"Setophaga","coronata","iNat:41272727",48.943109,-123.492839,2020-03-31 21:23:48,,,,,101,,,,,,,,FALSE,"research","Modified","PS","co","est. 1978  ground truthed","Forests","Coniferous pole sapling",,"Pole Sapling","species"
"Achlys triphylla",75263,"Achlys triphylla","accepted","vanilla leaf","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Achlys","triphylla","iNat:44576081",48.948309,-123.503202,2020-04-30 22:28:00,,,"Andrew Simon",,20,,,,,,,,FALSE,"research","Natural","MF","mx","examples of Cw Vanilla leaf plant community","Forests","Mature mixed forest",,"Mature Forest","species"
"Lobaria pulmonaria",48711,"Lobaria pulmonaria","accepted","Tree Lungwort","Fungi","Ascomycota","Pezizomycotina",,"Lecanoromycetes","Lecanoromycetidae",,"Peltigerales",,,,"Lobariaceae",,,"Lobaria","pulmonaria","iNat:45326904",48.940177,-123.500792,2020-05-08 21:25:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MAR",,,"Forests","Subtidal","Subtidal",,"species"
"Fritillaria affinis",50618,"Fritillaria affinis","accepted","checker lily","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Liliales",,,,"Liliaceae","Lilioideae","Lilieae","Fritillaria","affinis","iNat:47482989",48.94022,-123.5027,2020-05-22 17:58:38,,,"Adam Huggins",,,,,,,,"yes","shunted to adjacent habitat on Retreat Island",FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Claytonia sibirica",55767,"Claytonia sibirica","accepted","Candy Flower","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Montiaceae",,,"Claytonia","sibirica","iNat:49133588",48.9393,-123.500345,2020-05-27 22:10:07,,,,,24,,,,,,,,FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Heuchera micrantha",51274,"Heuchera micrantha","accepted","crevice alumroot","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Saxifragaceae",,"Heuchereae","Heuchera","micrantha","iNat:49134332",48.939322,-123.50087,2020-05-27 20:30:29,,,,,24,,,,,,,,FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Malva",55978,"Malva","accepted","Mallows","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Malvales",,,,"Malvaceae","Malvoideae","Malveae","Malva",,"iNat:51368875",48.93914,-123.492243,2020-06-19 19:40:49,,,"Micaela Twaddle",,352,,,,,,,,TRUE,"casual","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","genus"
"Centaurium erythraea",56236,"Centaurium erythraea","accepted","Common centaury","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Gentianales",,,,"Gentianaceae",,"Chironieae","Centaurium","erythraea","iNat:51434518",48.943894,-123.507455,2020-06-25 18:56:58,,,,,14593,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Grindelia",55365,"Grindelia","accepted","gumplants","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Asteroideae","Astereae","Grindelia",,"iNat:51434526",48.941268,-123.5058,2020-06-26 18:46:14,,,,,16,,,,,,,,FALSE,"needs_id","Natural","LT",,,"Forests","Shoreline","Shoreline",,"genus"
"Morus nigra",126741,"Morus nigra","accepted","black mulberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Moraceae",,"Moreae","Morus","nigra","iNat:53384598",48.93914,-123.492243,2020-07-16 16:36:30,,,"Micaela Twaddle",,352,,,,,,,,TRUE,"casual","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Gaultheria shallon",48441,"Gaultheria shallon","accepted","salal","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:53510261",48.950095,-123.514803,2020-07-18 17:41:36,,,,,65,,,,,,,,FALSE,"research","Modified","YF","co","date est. 1930","Forests","Young conifer forest",,"Young Forest","species"
"Goodyera oblongifolia",50719,"Goodyera oblongifolia","accepted","Western Rattlesnake Plantain","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Asparagales",,,,"Orchidaceae","Orchidoideae","Cranichideae","Goodyera","oblongifolia","iNat:56465660",48.943878,-123.507831,2020-08-15 00:02:33,,,"Micaela Twaddle",,60,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Thamnophis sirtalis",28362,"Thamnophis sirtalis","accepted","Common Garter Snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes",,,"Colubridae","Natricinae",,"Thamnophis","sirtalis","iNat:58811881",48.940054,-123.499459,2020-09-06 22:17:14,,,"Shawn W",,2724,,,,,,,,FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Scytinium polycarpum",532312,"Scytinium polycarpum","accepted","Peacock Vinyl Lichen","Fungi","Ascomycota","Pezizomycotina",,"Lecanoromycetes","Lecanoromycetidae",,"Peltigerales",,,,"Collemataceae",,,"Scytinium","polycarpum","iNat:69186422",48.943981,-123.5031,2021-02-06 21:54:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Thuja plicata",48252,"Thuja plicata","accepted","western redcedar","Plantae","Tracheophyta",,,"Pinopsida",,,"Pinales",,,,"Cupressaceae","Cupressoideae",,"Thuja","plicata","iNat:70065801",48.942295,-123.500928,2021-02-06 20:46:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Spiraea douglasii",62493,"Spiraea douglasii","accepted","Rose Spirea","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Spiraeeae","Spiraea","douglasii","iNat:70065806",48.948048,-123.501818,2021-02-06 21:10:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","mx","examples of Cw Vanilla leaf plant community","Forests","Mature mixed forest",,"Mature Forest","species"
"Polystichum munitum",47751,"Polystichum munitum","accepted","western sword fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Polypodiineae",,,"Dryopteridaceae","Dryopteridoideae",,"Polystichum","munitum","iNat:70065807",48.947957,-123.50179,2021-02-06 21:10:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","mx","examples of Cw Vanilla leaf plant community","Forests","Mature mixed forest",,"Mature Forest","species"
"Polypodium glycyrrhiza",55104,"Polypodium glycyrrhiza","accepted","licorice fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Polypodiineae",,,"Polypodiaceae","Polypodioideae",,"Polypodium","glycyrrhiza","iNat:70065811",48.947468,-123.501122,2021-02-06 21:16:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Berberis nervosa",75756,"Berberis nervosa","accepted","Cascade Oregon-grape","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Berberis","nervosa","iNat:70065818",48.947603,-123.501307,2021-02-06 21:23:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Gaultheria shallon",48441,"Gaultheria shallon","accepted","salal","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:70065819",48.947603,-123.501307,2021-02-06 21:23:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Polystichum munitum",47751,"Polystichum munitum","accepted","western sword fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Polypodiineae",,,"Dryopteridaceae","Dryopteridoideae",,"Polystichum","munitum","iNat:70065820",48.947648,-123.501255,2021-02-06 21:23:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Urtica",51886,"Urtica","accepted","nettles","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Urticaceae",,,"Urtica",,"iNat:70065821",48.947632,-123.501103,2021-02-06 21:24:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","genus"
"Geranium robertianum",55925,"Geranium robertianum","accepted","Herb Robert","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Geraniales",,,,"Geraniaceae",,,"Geranium","robertianum","iNat:70065825",48.946003,-123.50019,2021-02-06 21:31:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Kindbergia oregana",120909,"Kindbergia oregana","accepted","Oregon Beaked Moss","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Brachytheciaceae",,,"Kindbergia","oregana","iNat:70065826",48.945577,-123.499772,2021-02-06 21:35:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Hylocomiadelphus triquetrus",1138381,"Hylocomiadelphus triquetrus","accepted","rough goose neck moss","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Hylocomiaceae",,,"Hylocomiadelphus","triquetrus","iNat:70065827",48.945577,-123.499772,2021-02-06 21:35:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","MF","co","cedar/douglas-fir dominant, ave. age 100 to 110yrs","Forests","Mature conifer forest",,"Mature Forest","species"
"Nemophila parviflora",57353,"Nemophila parviflora","accepted","small-flowered nemophila","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Boraginales",,,,"Boraginaceae","Hydrophylloideae",,"Nemophila","parviflora","iNat:70065828",48.945228,-123.499785,2021-02-06 21:36:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","bd",,"Forests","Young broadleaf forest",,"Young Forest","species"
"Atrichum selwynii",55331,"Atrichum selwynii","accepted","Selwyn's Smoothcap","Plantae","Bryophyta",,,"Polytrichopsida",,,"Polytrichales",,,,"Polytrichaceae",,,"Atrichum","selwynii","iNat:70065829",48.945227,-123.49979,2021-02-06 21:37:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Modified","YF","bd",,"Forests","Young broadleaf forest",,"Young Forest","species"
"Pseudisothecium stoloniferum",1262643,"Pseudisothecium stoloniferum","accepted","Cat's Tail Moss","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Lembophyllaceae",,,"Pseudisothecium","stoloniferum","iNat:70065830",48.943512,-123.501305,2021-02-06 21:45:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Gaultheria shallon",48441,"Gaultheria shallon","accepted","salal","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:70065831",48.943285,-123.501232,2021-02-06 21:45:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Polystichum munitum",47751,"Polystichum munitum","accepted","western sword fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Polypodiineae",,,"Dryopteridaceae","Dryopteridoideae",,"Polystichum","munitum","iNat:70065833",48.943298,-123.501238,2021-02-06 21:46:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Claopodium",67870,"Claopodium","accepted","claopodium mosses","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Brachytheciaceae",,,"Claopodium",,"iNat:70065834",48.943448,-123.501852,2021-02-06 21:47:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","genus"
"Lonicera hispidula",53416,"Lonicera hispidula","accepted","Pink Honeysuckle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Caprifolioideae",,"Lonicera","hispidula","iNat:70065835",48.943657,-123.502438,2021-02-06 21:49:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Pseudotsuga menziesii menziesii",63910,"Pseudotsuga menziesii",,"Coast Douglas-fir","Plantae","Tracheophyta",,,"Pinopsida",,,"Pinales",,,,"Pinaceae","Pinoideae",,"Pseudotsuga","menziesii","iNat:70065836",48.943743,-123.502718,2021-02-06 21:49:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Leucolepis acanthoneura",120870,"Leucolepis acanthoneura","accepted","Menzies' Tree Moss","Plantae","Bryophyta",,,"Bryopsida",,,"Bryales",,,,"Mniaceae",,,"Leucolepis","acanthoneura","iNat:70065837",48.943752,-123.502728,2021-02-06 21:49:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Polystichum munitum",47751,"Polystichum munitum","accepted","western sword fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Polypodiineae",,,"Dryopteridaceae","Dryopteridoideae",,"Polystichum","munitum","iNat:70065838",48.943895,-123.502875,2021-02-06 21:50:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Homalothecium fulgescens",123819,"Homalothecium fulgescens","accepted","tree mat homalothecium moss","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Brachytheciaceae",,,"Homalothecium","fulgescens","iNat:70065840",48.944952,-123.505497,2021-02-06 22:01:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Plagiomnium venustum",126179,"Plagiomnium venustum","accepted","magnificent leafy moss","Plantae","Bryophyta",,,"Bryopsida",,,"Bryales",,,,"Mniaceae",,,"Plagiomnium","venustum","iNat:70065841",48.945073,-123.5056,2021-02-06 22:01:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Kindbergia oregana",120909,"Kindbergia oregana","accepted","Oregon Beaked Moss","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Brachytheciaceae",,,"Kindbergia","oregana","iNat:70065842",48.945077,-123.505603,2021-02-06 22:02:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Holodiscus discolor",53414,"Holodiscus discolor","accepted","Ocean spray","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Spiraeeae","Holodiscus","discolor","iNat:70065843",48.945063,-123.505732,2021-02-06 22:03:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","mx",,"Forests","Young mixed forest",,"Young Forest","species"
"Pyrobombus",538900,"Pyrobombus","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus",,"iNat:71229388",48.940839,-123.496914,2021-03-10 21:24:51,,,,,125,,,,,,,,FALSE,"needs_id","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","genus"
"Castilleja hispida",128204,"Castilleja hispida","accepted","harsh indian paintbrush","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Orobanchaceae",,"Pedicularideae","Castilleja","hispida","iNat:72321408",48.939348,-123.500892,2021-03-17 22:15:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Hieracium albiflorum",63937,"Hieracium albiflorum","accepted","white hawkweed","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Cichorioideae","Cichorieae","Hieracium","albiflorum","iNat:72321409",48.9391,-123.50045,2021-03-17 22:13:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","MF","co",,"Forests","Mature conifer forest",,"Mature Forest","species"
"Thuja plicata",48252,"Thuja plicata","accepted","western redcedar","Plantae","Tracheophyta",,,"Pinopsida",,,"Pinales",,,,"Cupressaceae","Cupressoideae",,"Thuja","plicata","iNat:72321439",48.94239,-123.501163,2021-03-17 21:47:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Rubus bifrons",168025,"Rubus bifrons","accepted","Himalayan Blackberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Rosoideae","Rubeae","Rubus","bifrons","iNat:72321442",48.942388,-123.50117,2021-03-17 21:47:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Urtica",51886,"Urtica","accepted","nettles","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Urticaceae",,,"Urtica",,"iNat:72321443",48.942385,-123.50118,2021-03-17 21:47:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","genus"
"Rubus ursinus",53445,"Rubus ursinus","accepted","trailing blackberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Rosoideae","Rubeae","Rubus","ursinus","iNat:72321444",48.942375,-123.501203,2021-03-17 21:47:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Berberis nervosa",75756,"Berberis nervosa","accepted","Cascade Oregon-grape","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Berberis","nervosa","iNat:72321445",48.942373,-123.501213,2021-03-17 21:46:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Gaultheria shallon",48441,"Gaultheria shallon","accepted","salal","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:72321447",48.942373,-123.501213,2021-03-17 21:46:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
"Taraxacum",47603,"Taraxacum","accepted","dandelions","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Cichorioideae","Cichorieae","Taraxacum",,"iNat:72321448",48.94237,-123.501225,2021-03-17 21:46:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","genus"
"Alnus rubra",56034,"Alnus rubra","accepted","Red Alder","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Fagales",,,,"Betulaceae",,,"Alnus","rubra","iNat:72321449",48.94231,-123.501218,2021-03-17 21:46:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Modified","YF","co",,"Forests","Young conifer forest",,"Young Forest","species"
